동호회명,시도명,시군구명,종목명,부종목명,장애유형명,운영시간내용,동호회 소개내용
2023 전북장애인생활체육 탁구클럽(부안군),전라북도,전라북도 부안군,탁구,,기타장애,"매주 화,목 14시 ~ 16시",
느티나무 탁구동호회,경상남도,경상남도 산청군,탁구,,발달(지적/자폐)장애,"매주 화, 오후 2시",느티나무 탁구동호회는 성인 장애인들로 결성된 팀 입니다. 탁구를 특기 개발을 할 수 있는 기회를 마련하고 비장애인과의 교류를 통해 그들의 가치를 알리고 할 수 있다는 의지와 희망을 보여주는 장애인탁구 동호회 입니다.
날개탁구동아리,경상남도,경상남도 창원시마산합포구,탁구,,발달(지적/자폐)장애,매주수요일 14시,"날개탁구동아리는 발달장애인(지적장애, 자폐성장애)인들이 탁구를 통해 건강하고 의미있는 하루를 보내고자합니다."
평화어울림탁구클럽,서울특별시,서울특별시 노원구,탁구,,지체(척수 및 절단 및 기타)장애,"매주 월, 금 12시-16시",
2023 전북장애인생활체육 전주거북이탁구클럽,전라북도,전라북도 전주시,탁구,,지체(척수 및 절단 및 기타)장애,"매주 화,목 오후 2시",
군포시장애인탁구동호회,경기도,경기도 군포시,탁구,,기타장애,"매주 수 13시, 금 10시",군포시에서 장애인과 비장애인으로 구성된 탁구동호회 입니다.
꿈이룸,경상남도,경상남도 양산시,탁구,,발달(지적/자폐)장애,매주 월요일 오후5시,서로 솔선수범하고 서로잘챙겨주는 돈독한 동아리
해피탁구클럽,경기도,경기도 부천시,탁구,,지체(척수 및 절단 및 기타)장애,매주 월 수 금,안녕하세요 저희는 장애를 가진 사람들이 서로 어울려 정보교환과 탁구운동을 즐겨하는 단체입니다.
탁구사랑클럽,경기도,경기도 의정부시,탁구,,기타장애,"매주 월, 수 10시 ~15시",의정부시 장애인 탁구의 저변 활동에 큰 역활을 하고있는 클럽입니다.
광양자립탁구클럽,전라남도,전라남도 광양시,탁구,,지체(척수 및 절단 및 기타)장애,매주 목요일 오전 10시 ~ 12시,
푸른소나무,경상남도,경상남도 김해시,탁구,,지체(척수 및 절단 및 기타)장애,매주5회5시간,
행복나무탁구동아리,경상남도,경상남도 창원시의창구,탁구,,발달(지적/자폐)장애,매주 금 10시,
이천 품태권도장,경기도,경기도 이천시,태권도,,청각장애,매주 월-금 오후 7시30분,
울산소셜미디어센터,울산광역시,울산광역시 중구,태권도,,발달(지적/자폐)장애,매주 월 오전 10시,발달장애인들이 매주 월요일 태권도를 통해 생활체육에 참가 할 수 있는 프로그램으로  비장애인 자원봉사자들과 함께 생활체육을 하고 있습니다.
인천장애인태권도협회,인천광역시,인천광역시 미추홀구,태권도,,발달(지적/자폐)장애,매주 토요일 오후2시,인천지역 발달 장애 태권도 수련
뉴스포츠클럽,전라남도,전라남도 여수시,태권도,뉴스포츠,비장애인,10:00~12:00,장애학생 스포츠클럽 운영 및 일반 장애인 스포츠 교실운영
2023 전북장애인생활체육 행복태권도클럽(남원),전라북도,전라북도 남원시,태권도,,발달(지적/자폐)장애,매주 수 오후2시,
해밀 태권도교실,경기도,경기도 안산시단원구,태권도,,발달(지적/자폐)장애,매주 금요일 오전 11시,
2023전북장애인생활체육심화태권도교실,전라북도,전라북도 김제시,태권도,,발달(지적/자폐)장애,매주화요일3시-3시50분,
2023전북장애인생활체육기초태권도교실,전라북도,전라북도 김제시,태권도,,발달(지적/자폐)장애,매주화요일2시-2시50분,
2023년 울지적장애인생활체육 태궈도 동호회 달팽이들의 건강한 움직임,울산광역시,울산광역시 남구,태권도,,발달(지적/자폐)장애,"매주 수, 금 오전11시~12시",울산무거복지센터 태권도 동호회 입니다.  발달장애인들이 함께 하는 동호회 입니다.
서대구태권체조클럽,대구광역시,대구광역시 서구,태권도,,발달(지적/자폐)장애,매주 화 오전10시40분,성인발달장애인 대상으로 한 서대구 태권체조 동호인 클럽으로서 주1회 규칙적인 운동을 통한 기본 체력 향상과 흥겨운 음악과 율동을 통한 유연성과 근력강화 및 스트레스 해소를 위한 클럽입니다.
광명시장애인태권도협회,경기도,경기도 광명시,태권도,,발달(지적/자폐)장애,"매주 월.화,목,금 9시30분~1시30분",
광주시태권체조클럽,경기도,경기도 광주시,태권도,,발달(지적/자폐)장애,매주 토요일 11시,
성남시장애인태권도협회(지적),경기도,경기도 성남시,태권도,,발달(지적/자폐)장애,매주 토요일 오후 3히,성남시장애인태권도협회 지적장애 태권도 클럽 (시합 참가를 위한 클럽입니다.)
2023년 파워업 생활체육교실,인천광역시,인천광역시 남동구,태권도,,발달(지적/자폐)장애,"매주 월, 목 오전 10시",2023년 파워업 생활체육교실
전남장애인스포츠진흥회,전라남도,전라남도 여수시,태권도,,기타장애,10:30~11:30,
성남시장애인태권도협회(청각),경기도,경기도 성남시,태권도,,청각장애,매주토 오후3시,청각장애태권도클럽
2023 전북장애인생활체육 함열유소년태권도클럽,전라북도,전라북도 익산시,태권도,,발달(지적/자폐)장애,"월,수,금 16:00~18:00",
스페셜리태권클럽,대전광역시,대전광역시 중구,태권도,,발달(지적/자폐)장애,매주 화요일 13시30분 수요일 10시30분,
이천시장애인태권도클럽,경기도,경기도 이천시,태권도,,발달(지적/자폐)장애,매주 토요일 12시,주말 지적장애 태권도 교실 입니다.  장애인 겨루기선수/품새선수 지도
(기금)2023년 홍성군 장애청소년 태권도교실,충청남도,충청남도 홍성군,태권도,,발달(지적/자폐)장애,매주 수 9:40~11:30,장애청소년의 건강한 삶 영위를 위한 태권도교실
광명시장애인태권도천사클럽,경기도,경기도 광명시,태권도,,발달(지적/자폐)장애,매주 목요일 9시~1시30분,
일점오태권도,경기도,경기도 성남시분당구,태권도,,발달(지적/자폐)장애,매주 월-금 오후 4시30분,성남시 장애인 테권도
해피로드태권왕,인천광역시,인천광역시 서구,태권도,,발달(지적/자폐)장애,매주 수 오전 10시30분,"태권도를 통하여 많은 신체활동의 기회를 부여함으로써 신체적 건강에 기여, 신체 움직임을 통한 정서적 표현과 심리적 표출로인한 스트레스 해소, 체내 에너지 발산으로 인한 정신적인  긴장, 불안 피로의 해소를 통한 정서적 안정감을 도모함."
더 베스트 안성태권도장,경기도,경기도 안성시,태권도,,발달(지적/자폐)장애,매주 토요일 오전 10시,"매주 토요일 오전 10시부터 1시간 30분 동안 우리 아이들과 태권도수련을 하고 있습니다 ^^ 태권도뿐만 아니라 아이들이 재밌게 운동할 수 있도록 줄넘기, 훌라후프, 캐치볼 등 다양한 프로그램을 운영하고 있고 날이 좋은 날에는 가까운 비봉산으로 함께 산행을 가기도 합니다~"
성남시장애인태권도협회(지체),경기도,경기도 성남시,태권도,,지체(척수 및 절단 및 기타)장애,매주 토 오후3시,성남시장애인태권도협회 지체장애 태권도 교실(대회 참가를 위한 클럽입니다.)
투바운드클럽,광주광역시,광주광역시 서구,테니스,휠체어테니스,지체(척수 및 절단 및 기타)장애,"매주 월, 수, 금 14시",
2023 전북장애인생활체육 군산휠테니스클럽(군산),전라북도,전라북도 군산시,테니스,,지체(척수 및 절단 및 기타)장애,매주 목요일 13:00~17:00,
수원클럽,경기도,경기도 수원시권선구,테니스,휠체어테니스,지체(척수 및 절단 및 기타)장애,월~금,클럽에 관심있으신분 연락주세요!
에이스클럽,경기도,경기도 용인시수지구,테니스,,지체(척수 및 절단 및 기타)장애,매주 월~금,
팔미테니스,인천광역시,인천광역시 서구,테니스,,지체(척수 및 절단 및 기타)장애,수13:00~15:00,
아이비전통합테니스클럽,경기도,경기도 용인시수지구,테니스,,발달(지적/자폐)장애,매주일요일 오전 09시00분,
대구휠체어테니스클럽,대구광역시,대구광역시 달서구,테니스,,지체(척수 및 절단 및 기타)장애,매주 월화목금 오후2시,휠체어테니스 클럽
부산백호휠체어테니스동호회,부산광역시,부산광역시 금정구,테니스,휠체어테니스,지체(척수 및 절단 및 기타)장애,"매주 월,수,금","저희 클럽은 휠체어테니스를 하는 종목이고 매주 월,수,금 요일 운동을 하고 있습니다.  지체 장애를 가진 장애인 분들은 언제든지 문의나 오셔서 운동 할 수 있는 동호회입니다."
봉고레패밀리,서울특별시,서울특별시 영등포구,파워싸커,,뇌병변장애,"2,4주 토 12시-15시",
피닉스전동휠체어축구단,부산광역시,부산광역시 남구,파워싸커,,뇌병변장애,"매주 수, 금 오후 2시",
난쏘공스피디,인천광역시,인천광역시 계양구,파워싸커,,뇌병변장애,매 주 일요일 오후 1시,
노마크,서울특별시,서울특별시 중구,파워싸커,,뇌병변장애,"매주 수,토 오후 3시","중증의 지체.뇌병변 장애인들이 격주 수,토요일에 모여 파워싸커(전동휠체어 축구) 활동을 통해 친목 도모와 장애로 인한 고립감 해소, 그리고 어울림 활동을 통하여 소속감을 얻어 일상생활에 있어 활력소를 찾을 수 있도록 활동하는 아마추어 스포츠 클럽이다."
용산FC,서울특별시,서울특별시 용산구,파워싸커,,뇌병변장애,매주 수요일 월 2회 오후 2시,저희 용산fc는 중증장애인독립생활연대 소속의 파워싸커 팀이고 매주 수요일 오후 2시에 용산문화체육센터에서 훈련을 하고 있습니다
온달파크골프클럽,경기도,경기도 구리시,파크골프,,지체(척수 및 절단 및 기타)장애,매주 수 09시,
보향파크골프클럽,경기도,경기도 구리시,파크골프,,지체(척수 및 절단 및 기타)장애,매주 목 09시,
(도비)천안시장애인골프클럽,충청남도,충청남도 천안시,파크골프,,지체(척수 및 절단 및 기타)장애,화 14:00~15:00,
마산농아인파크골프클럽,경상남도,경상남도 창원시,파크골프,,청각장애,매주 수 오전 10시,
한마음파크골프동호회,서울특별시,서울특별시 노원구,파크골프,,지체(척수 및 절단 및 기타)장애,매주화요일오후 (1시부터~5시),#NAME?
(도비)굿샷파크골프클럽,충청남도,충청남도 당진시,파크골프,,기타장애,매주금요일15시~18시,
서대문구농아스윙,서울특별시,서울특별시 서대문구,파크골프,,청각장애,매주 수요일 오후2시~4시,서대문구 농아인 대상으로 구성된 파크골프 동호회 서대문구농아스윙 입니다.
(도비)계룡시장애인 레인보우 파크골프클럽,충청남도,충청남도 계룡시,파크골프,,지체(척수 및 절단 및 기타)장애,매주 월 15:00~17:00,
펀펀클럽,대전광역시,대전광역시 서구,파크골프,,발달(지적/자폐)장애,"월,수 오후 2시",펀펀클럽은 장애인과 비장애인 함께하는 통합체육클럽입니다.
오산시장애인파크골프,경기도,경기도 오산시,파크골프,,지체(척수 및 절단 및 기타)장애,"매주 수,10시",오산시 장애인 파크골프
자이언트,인천광역시,인천광역시 부평구,파크골프,골프,지체(척수 및 절단 및 기타)장애,"매주 토,일 오전9~오후6",인천 지역 장애인 파크골프 동호회로 장애인들의 파크골프를 통해 자존감회복과 친목을 다지며 건강한 생활을 하기 위한 모임입니다.
진천군지체장애인협회 파크골프,충청북도,충청북도 진천군,파크골프,,지체(척수 및 절단 및 기타)장애,매주 .화 .목 오후17시,진천군에서 거주하는 지체.뇌병변 및 비장애인들로 구성된 동호회입니다.
성동지체 파크골프 동호인클럽,서울특별시,서울특별시 성동구,파크골프,,지체(척수 및 절단 및 기타)장애,격주금요일,2020년에 서울시지체장애인협회 안에 파크골프를 사랑하는 사람들이 모여있습니다.기초는 부족하고 몸은 더디나 맘만은 파크골프를 사랑하고 항상 열심히 활동하는 클럽입니다
해피클럽,경상남도,경상남도 창원시의창구,파크골프,,지체(척수 및 절단 및 기타)장애,매주 수 오후2시,파크골프 해피클럽은 장애인과 비장애인회원들과 함께 어울려 파크골프 운동을 통해 체력단련과 화합을 추구하고   회원들의 건강증진을 도모한다
SJ파크골프,경상남도,경상남도 양산시,파크골프,,기타장애,"화,목,토,일 3시","신장장애인들의 재활자립을 도모하고 장애인 체육의 중요성을 알고 스포츠를 통하여 정신적, 신체적으로 건강한 삶을 영위하고, 회원간의 단합과 협동심을 길러주며 각종 정보교환과 대화 참가 선수 육성에도 이바지 하는 등 도전 정신과 장애극복의 의지를 다지는데 목적을 가기고 있다"
진주시뇌병변파크골프클럽,경상남도,경상남도 진주시,파크골프,,뇌병변장애,"매주 월,수,목 9시~12시",뇌병변 장애인의 특성 및 욕구에 부합하는 맞춤형 생활체육으로 건장증진 및 취미활동으로 삶의 질을 향상시키며 회원상호간의 소통과 화합으로 삶의 질을 풍요롭게 합니다.
경기도 파크골프 클럽,경기도,경기도 시흥시,파크골프,,지체(척수 및 절단 및 기타)장애,"매주 수,금 14:00~16:00",
의왕시장애인파크골프클럽,경기도,경기도 의왕시,파크골프,,기타장애,매주 토 13시~15시,
지리산 함양,경상남도,경상남도 함양군,파크골프,,지체(척수 및 절단 및 기타)장애,매주수요일 13:00~16:00,
건사회,경상남도,경상남도 창원시,파크골프,,시각장애,매주금 오전10시,"회원 : 시각장애인 5명, 비장애인5명   활동시간 : 매주금요일 10시~12시까지"
구로구장애인한마음파크골프동호회,서울특별시,서울특별시 구로구,파크골프,,기타장애,매주 목 오후 3시,장애인과 비장애인이 함께 하는 동호회입니다.
지장파크골프클럽,경기도,경기도 구리시,파크골프,,지체(척수 및 절단 및 기타)장애,매주 수 15시,
(지방비)사)강원도농아인협회태백시지회 파크골프동호인클럽,강원도,강원도 태백시,파크골프,,청각장애,매주 화 오전 10시,
과천시장애인파그골프교실,경기도,경기도 과천시,파크골프,,청각장애,매주 목 13:30~15:30,
강릉시장애인파크골프교실,강원도,강원도 강릉시,파크골프,,지체(척수 및 절단 및 기타)장애,"매주 수,금 오후 2시",강릉시장애인파크골프협회에서 운영중인 파크골프교실입니다.
한수위클럽,경기도,경기도 파주시,파크골프,,기타장애,화.목,장애인과 비장애인의 소통과 함께어울려 건강한 체육활동 함.
영복회,서울특별시,서울특별시 영등포구,파크골프,,뇌병변장애,상시운영(오후),
믿음클럽,경상남도,경상남도 창원시성산구,파크골프,,지체(척수 및 절단 및 기타)장애,매주 화.금요일10시,
한마음클럽,경상남도,경상남도 하동군,파크골프,,기타장애,"매주 화, 오전 10시",파크골프를 통해 건강한 일상을 누릴 수 있는 한마음클럽입니다.
진주시스크린&필드골프클럽,경상남도,경상남도 진주시,파크골프,골프,지체(척수 및 절단 및 기타)장애,매주 토요일 10시,장애인 골프인이면 누구나 다 오세요 환영합니다.
진주시장애인파크골프클럽,경상남도,경상남도 진주시,파크골프,골프,지체(척수 및 절단 및 기타)장애,"매주 토,일요일 오전10시",파크골프에 관심있는분은 모두 오세요 감사합니다.
굼벵이,경상남도,경상남도 양산시,파크골프,,지체(척수 및 절단 및 기타)장애,매주 토.일 오후1시,
한타회,서울특별시,서울특별시 영등포구,파크골프,,지체(척수 및 절단 및 기타)장애,매주 금 오전 10시,영등포구 지제장애인 협회 회원을 중심으로 일반인과 장애인이 함께 하는 파크클럽 동호회
(기금) 2023 홍천군장애인체육회 무궁이 파크골프 동호인클럽,강원도,강원도 홍천군,파크골프,,지체(척수 및 절단 및 기타)장애,매주 토 오전10시~12시,클럽 주소 : 강원도 홍천군 홍천읍 갈마곡리 266-1 홍천 강변 파크골프장
(도비)금산군 파크골프 어울림 동호회,충청남도,충청남도 금산군,파크골프,,뇌병변장애,토 14시~16시,
가평군장애인골프협회,경기도,경기도 가평군,파크골프,골프,지체(척수 및 절단 및 기타)장애,"매주 수,목 오전8시",가평군 장애인과 장애인의 자립을 위한 비장애인의 파크골프 사랑 클럽입니다.
2023 전북장애인생활체육 서동.선화장애인파크골프,전라북도,전라북도 익산시,파크골프,,지체(척수 및 절단 및 기타)장애,"수,금",
한누리파크골프동호인클럽,서울특별시,서울특별시 강서구,파크골프,,지체(척수 및 절단 및 기타)장애,매주 토요일 오후 1~3시,
정겨운 파크골프,경상남도,경상남도 양산시,파크골프,,발달(지적/자폐)장애,매주 수요일 13시,"사회적협동조합 정겨운사람들이 운영하는 정겨운일터(보호작업장)의 장애인 직원 및 가족, 비장애인 직원, 봉사자들이 모여 업무적인 스트레스 해소와 체력단련을 위해 만든  파크골프 동아리"
2023 전북장애인생활체육 완주군 장애인 파크골프 클럽,전라북도,전라북도 완주군,파크골프,,지체(척수 및 절단 및 기타)장애,매주 수 / 오후 2시,
에코파크골프,경상남도,경상남도 김해시,파크골프,,지체(척수 및 절단 및 기타)장애,매주 토 오전10시,
진주시일송파크골프회,경상남도,경상남도 진주시,파크골프,,지체(척수 및 절단 및 기타)장애,"월,수,일 오후2시",
천마동호회,경상남도,경상남도 창원시,파크골프,,지체(척수 및 절단 및 기타)장애,"매주금,토오후2시",본 동호회는 파크골프의 기량을 육성하여 전국장애인체육 경기대회 등에 출전하여 좋은성적과 우승하기 위하여 다른 지역에 원정 경기도 하면서 선수 모두의 기량을 증가하고 생활체육 건강관리로 건강한 체력을 유지하고자 한다
강서위너스파크골프동호회,서울특별시,서울특별시 강서구,파크골프,,지체(척수 및 절단 및 기타)장애,매주 토 13:00~15:00,장애인과 비장애인 모두 어울려 함께 운동할 수 있는 동호회
화성코리요골프클럽,경기도,경기도 화성시,파크골프,골프,지체(척수 및 절단 및 기타)장애,"매주 화,목 오후2시~4시",장애인과 비장애인이 함께 운동하고 소통하는 클럽
민들레 동호회,경상남도,경상남도 창원시,파크골프,,지체(척수 및 절단 및 기타)장애,매주 화요일 오전 9시,"민들레 동호회는  파크 골프를 사랑하는 사람들의 모임으로 장애인 및 그 보호자들에게  파크 골프를 널리 보급하고 이를 통한 장애, 비 장애인의 건강 증진에 기여하여 행복한 삶을 살아갈 수 있도록 한다."
US파크골프클럽,경상남도,경상남도 양산시,파크골프,,지체(척수 및 절단 및 기타)장애,토.일 오후2시~일몰시까지,양산시의 동양산쪽에 위치한 클럽이며 지체장애인의 위주로 중증장애인이 많아 건강증진을 위해 주말마다 운동및 친목을 도모하고있음
마금산클럽,경상남도,경상남도 창원시,파크골프,골프,기타장애,매주 토요일 9-12,"경증장애인과 중증장애인,여성장애인들이 함께 어울려 할수 있다는 신념과 자존감을 키워주면서 체력 단련과 화합을 촉구하고 회원들의 건강 증진을 최우선으로 한다"
중랑까치파크골프클럽,서울특별시,서울특별시 중랑구,파크골프,,뇌병변장애,"수,금,토 오후1시~5시",중랑구에서 활동하는 중랑까치파크골프 클럽 입니다.
삽량농인파크골프클럽,경상남도,경상남도 양산시,파크골프,,청각장애,"매주 토,일  오전10-오후3시",작년부터 파크골프를 배우기 시작한지 1년째인 양산시에 거주하는 농아인. 우리농아인들에게 파크골프비용이 부담이 되어 서로 대여를 하는 등의 방법으로 즐겁게 공을 치며 활동했습니다. 농아인의 취미 생활로의 파크골프 활동은 건강증진 및 자립생활을 돕고 이를 통해 많은 청각장애인들의 스포츠 활동에 대한 관심을 모아 양산시 농아인들이 파크골프 활동을 즐길수 있게 되고 사람들이 많이 늘면 동아리회원들끼리 친선경기를 할 수 있는 클럽이 되었으면 좋겠습니다.
(도비)2023년 정심파크골프클럽,충청남도,충청남도 보령시,파크골프,,발달(지적/자폐)장애,금 15시 30분,
해금강 2,경상남도,경상남도 거제시,파크골프,골프,지체(척수 및 절단 및 기타)장애,매주 수요일 오후2시,고령화를 가고 있는 지체장애인의 생활체육 활동을 위해 생성하였습니다. 파크 골프가 대중화로 되어 가고 있는데 거제지역에는 아직 장애인 파크골프 동호회가 없습니다. 지체장애인의 건강과 행복한 삶을 위해 파크골프 생활체육으로 활성화하고 싶습니다.
해금강 1,경상남도,경상남도 거제시,파크골프,골프,지체(척수 및 절단 및 기타)장애,매주 금요일 오후2기,저희 해금강1은 지체장애인의 생활체육의 활성화를 위해 동아리를 만들었습니다. 고령화로 가는 지체장애인이 더 나은 삶의 위해 체육과 함께 나아가고 싶습니다.
안양시파크골프클럽,경기도,경기도 안양시,파크골프,골프,지체(척수 및 절단 및 기타)장애,"월,수 오후2시",
(도비) 2023년 백제파크골프 스포츠클럽,충청남도,충청남도 공주시,파크골프,,지체(척수 및 절단 및 기타)장애,매주 금요일 14시,
드림홀인원,경상남도,경상남도 창원시진해구,파크골프,골프,기타장애,매주 토.일,장애 비장애인으로 구성된 클럽으로 매주 토.일요일 모여서 운동을 합니다.  중증장애인 혼자 이동이 가능한 회원을 모집합니다.
안양시파크골프클럽,경기도,경기도 안양시,파크골프,골프,지체(척수 및 절단 및 기타)장애,"월,수 오후2시",
고양나이스,경기도,경기도 고양시,파크골프,,지체(척수 및 절단 및 기타)장애,"매주 월,수 오후1시",
(도비) 2023 샛별파크골프클럽,충청북도,충청북도 음성군,파크골프,,지체(척수 및 절단 및 기타)장애,매주토요일10시,장애인과 비장애인이 어울림
반딧불클럽,경상남도,경상남도 창원시의창구,파크골프,골프,지체(척수 및 절단 및 기타)장애,매주 화요일 오전10시,우리 클럽은 지체장애인과 비장애인들이 모여 함계 체력증진을 도모하고자 모인 비영리단체입니다
보라매클럽,경기도,경기도 시흥시,파크골프,,지체(척수 및 절단 및 기타)장애,매주 토요일 10시~,
파인파크골프동호회,서울특별시,서울특별시 송파구,파크골프,,지체(척수 및 절단 및 기타)장애,매주 수 오후1,"중 ,경증 장애인 들의 재활과 삶의 질 향상을 위한 침목단체로 장애인들간의 화합을 최우선으로 하는 동호회로 비장애인들과도 원활한 소통을 위해 파크골프 라는 생활체육을 통해 비장애인들과 잦은 교류 함"
(기금) 2023 제천시 JCRC 파크골프 클럽,충청북도,충청북도 제천시,파크골프,,지체(척수 및 절단 및 기타)장애,매주 화요일 오후 2시,안녕하세요. 제천시 장애인 파크골프 클럽 입니다.  많은 관심과 참여 부탁드립니다.
비슬파크골프클럽,대구광역시,대구광역시 달성군,파크골프,골프,지체(척수 및 절단 및 기타)장애,매주 수 10시,"운동이 부족한 장애인에게 파크골프대회를 통해 사회적 안정감 부여와 자연풍경지를 활용하여 보건 휴양 및 정서 생활 향상에 기여함으로써, 장애인 복지와 건강 증진에 기여하고자 함에 있다."
(시비)성봉파크골프클럽,충청남도,충청남도 서산시,파크골프,,발달(지적/자폐)장애,매주 금요일 10시,
(시비)대철파크골프클럽,충청남도,충청남도 서산시,파크골프,,발달(지적/자폐)장애,매주 화요일 10시,
밀장복파크골프클럽,경상남도,경상남도 밀양시,파크골프,,기타장애,매주 수 10:00~12:00,장애인과 비장애인이 함께 하는 파크골프활동을 통해 장애인식개선과 함께 이용자들의 건강을 증진하기위해 생성한 클럽입니다.
무등산파크골프동호인,광주광역시,광주광역시 동구,파크골프,,기타장애,매주.토.일 14시,장애인과비장애인함께할수있은파크골프입니다.  3대가할수있읍니다.
손사랑파크골프동아리,경상남도,경상남도 창원시진해구,파크골프,,청각장애,매주 월 오전 10시,창원시 진해 지역의 청각 언어 장애인 파크골프 동아리입니다.
블루파크골프,경상남도,경상남도 양산시,파크골프,,발달(지적/자폐)장애,매주 수요일 오후4시,블루파크골프는 2022년10월05일 첫출발을 합니다  발달장애인15명과 회장1명 총무1명 감사1명으로 총18명 입니다  우리 아이들이 파란 잔디 위에서 맘껏  활동하는 모습을 그려봅니다
양산시청맥파크골프동아리,경상남도,경상남도 양산시,파크골프,,지체(척수 및 절단 및 기타)장애,"매주 토, 일 11시",심신을 단련하여 몸과 마음의 건강
광산청솔파크골프동호회,광주광역시,광주광역시 광산구,파크골프,,뇌병변장애,매주 수.금 13시,광주광역시 광산구 장애인 및 활동 도우미들이 모여 체력증진 및 정서 함양을 위해 파크골프를 함께하기 위한 모임
기금 (2백만원) 비바장애인골프클럽,충청남도,충청남도 보령시,파크골프,,지체(척수 및 절단 및 기타)장애,매주 토요일 10시~12시,비바장애인골프클럽은 전원 장애인으로  매주토요일 10시부터  클럽활동을 시작 하며 전문강사도 초빙하여 기본기 부터 다지고 있습니다.  또 한 클럽간의 교류전 등을 통해서 실력향상에 노력하고 있습니다
동구럭키파크골프동호인,광주광역시,광주광역시 동구,파크골프,골프,기타장애,매주 화.목 13시30분,남.여.누구나 할수있는 파크골프입니다.  많이동참하여 운동합시다.
희망나눔동행파크골프동호회,울산광역시,울산광역시 중구,파크골프,,기타장애,매주 수 오전 9시,울산지역 국가유공자(상이군경)들이 회원으로 등록되어 운영되는 파크골프동호회임.
마포지부 파크골프,서울특별시,서울특별시 마포구,파크골프,,지체(척수 및 절단 및 기타)장애,매주 목 오후2시,파크골프 활동으로 건강 증진과 친목 교류의 시간을 가지며 회원들과의 정보를 공유하고    건전한 여가 생활을 전개하며 파크골프의 저변 확대에 주력함.
진해벚꽃장애인파크골프동우회,경상남도,경상남도 창원시진해구,파크골프,,지체(척수 및 절단 및 기타)장애,"매주 금, 일 오후2시",
(기금)홍성군파크골프동호회,충청남도,충청남도 홍성군,파크골프,,지체(척수 및 절단 및 기타)장애,"매주 수: 14:00~15:30, 16:30~17:30","홍성군 파크골프 동호회는 매주 수요일 어울림반 14:00~15:30, 지적반 16:30~17:30 운영하고 있습니다."
드림파크골프,서울특별시,서울특별시 강북구,파크골프,,지체(척수 및 절단 및 기타)장애,매주 토 오후2시,"서울특별시장애인골프협회 소속 드림파크골프 동호회는 2015년에 창단되었습니다. 파크골프를 통해 장애인과 비장애인이 함께 소통하며 생활체육으로 하나되는 사람들의 모임입니다. 강북구에 소재하고 있으며 장애인, 비장애인 모두 환영합니다."
에버그린파크골프클럽,대구광역시,대구광역시 달성군,파크골프,,지체(척수 및 절단 및 기타)장애,"매주 토, 일 오전 10시","“장애인 누구나가 체육활동에 참여하여 건강하고 행복한 삶을 누리도록 하는 것”을 그 목적으로 하는 장애인생활체육진흥 정책에 부합하여 차세대 장애인생활체육으로 자리매김 하고 있는 파크골프를 통하여      ? 회원들의 건전한 여가생활의 확대와 친목을 도모하고,     ? 각종 대회 출전 및 타 클럽과의 교류를 통한 생활체육 활성화와 체육 선순환의 기틀을 마련하는 스포츠클럽을 지향한다."
양천파크골프,서울특별시,서울특별시 양천구,파크골프,,지체(척수 및 절단 및 기타)장애,매주 화 오후2시,
소나무파크골프클럽,전라남도,전라남도 영광군,파크골프,,지체(척수 및 절단 및 기타)장애,매주 토요일 오후 2시,본 클럽은 영광군 장애인 생활체육클럽으로 영광에 거주하고 있는 장애인을 위주로 활동하고 있는 클럽입니다.
진주시행복골프클럽,경상남도,경상남도 진주시,파크골프,,지체(척수 및 절단 및 기타)장애,매주 토요일 10시,장애인파크골프선수로 행복하게 즐기분들만 오세요
북구웰컴파크골프동호인,광주광역시,광주광역시 북구,파크골프,,기타장애,매주.수.토.13시30분,회원체력증진및상호간친목도모
홀인원파크골프클럽,대구광역시,대구광역시 중구,파크골프,,지체(척수 및 절단 및 기타)장애,매주 토.일 오후2시,장애인 비장애인 모두 파크골프에 관심이 있거나 좋아하시는 모든사람들의 모임입니다.  언제든지 환영합니다.^^
렛츠고 파크골프클럽,서울특별시,서울특별시 종로구,파크골프,,지체(척수 및 절단 및 기타)장애,매주 토 오후 2~4시,"렛츠고 파크골프 클럽은 장애인·비장애인 구분 없이 함께 어울려 즐길 수 있는 클럽입니다. 파크골프를 처음 배우시는 분, 취미로 즐기고 싶으신 분 모두 환영합니다."
대전골프일팀,대전광역시,대전광역시 유성구,파크골프,골프,지체(척수 및 절단 및 기타)장애,매주 월화수목금 오후1시,
파크골프김해,경상남도,경상남도 김해시,파크골프,,지체(척수 및 절단 및 기타)장애,매주토요일10시,
(도비)태안군 장애인 파크골프 스포츠클럽,충청남도,충청남도 태안군,파크골프,,기타장애,매주 화 13:30,
늘봄클럽,경상남도,경상남도 김해시,파크골프,,지체(척수 및 절단 및 기타)장애,매주 토 11시,저희 클럽은 누구보다 운동에 열정이 있습니다.   생활 체육을 기반으로 체력 증진과 어울림을 통하여 비장애인들과의 친목을 중요시 합니다.  서로간 유대가 좋은 아름다운 클럽입니다
신가야파크골프,경상남도,경상남도 김해시,파크골프,,지체(척수 및 절단 및 기타)장애,매주수요일10시,
(도비)스포츠클럽 뜸부기파크골프,충청남도,충청남도 서산시,파크골프,,지체(척수 및 절단 및 기타)장애,매주 금 14:00~17:00,
(도비)2023년 아산온아파크골프클럽,충청남도,충청남도 아산시,파크골프,,지체(척수 및 절단 및 기타)장애,매주 수 16:00~18:00,
