교육종류명,교육명,교육대상명,정원,교육시작일자,교육종료일자,교육장소명,교육비용,교육 설명내용,상세설명내용,신청인원수,접수상태,url,접수기간,운영기간,교육대상전처리
어린이정규,[초3~4] 2022 전시연계 어린이 워크숍 무빙 드로잉,초등 3~4학년,회차별 12명,20220424,20220626,"세미나실, 1관 전시실",40000,"도입(10분) : 오리엔테이션(전시 및 활동 소개, 전시관람 에티켓 안내)감상(50분) : 선생님과 함께 전시 관람표현(60분) : 전시 감상 후 느낌 이야기 하기, 나만의 드로잉 세계 표현하고 움직임 주기(무빙 드로잉), 작품 소통 방법 나누기","소마미술관 아카데미에서는 1관에서 진행중인 기획전시 [드로잉 나우]와 연계하여 어린이 워크숍 무빙 드로잉을 진행합니다.
드로잉의 다양한 형태와 매체들이 등장하는 [드로잉 나우] 전시를 관람하고, 확장된 드로잉 소재를 체험해 보는 기회와 함께 전시 공간을 벗어나 시간과 공간을 넘어 작품과 소통의 폭을 넓히는 경험을 갖습니다.

▶일정 : 아래 일정 중 택 1회
   4/24(일) 14:00-16:00(접수마감)
   5/29(일) 10:00-12:00(접수마감)
   6/26(일) 10:00-12:00(6/3 접수마감)

▶신청 방법 : 위 일정 중 신청 희망하는 날짜를 아래 달력에서 클릭  수강 희망 시간 확인 후 접수신청 클릭  필수항목 입력 
▶하단의 접수 시 주의사항 꼭! 확인 바랍니다. 

* 접수완료 인원 대상 별도 확정 문자 안내드립니다.
* 여석 발생 시 대기인원 대상 안내드립니다.",12,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=255=02,6/3(금) 15:00부터 선착순 접수(6/26(일) 진행 건),전시 기간 중 운영 / 수업 개설일 중 택 1회,초등학생
어린이정규,[초1~2] 2022 전시연계 어린이 워크숍 무빙 드로잉,초등 1~2학년,회차별 12명,20220424,20220626,"세미나실, 1관 전시실",40000,"도입(10분) : 오리엔테이션(전시 및 활동 소개, 전시관람 에티켓 안내)감상(50분) : 선생님과 함께 전시 관람표현(60분) : 전시 감상 후 느낌 이야기 하기, 나만의 드로잉 세계 표현하고 움직임 주기(무빙 드로잉), 작품 소통 방법 나누기","소마미술관 아카데미에서는 1관에서 진행중인 기획전시 [드로잉 나우]와 연계하여 어린이 워크숍 무빙 드로잉을 진행합니다.
드로잉의 다양한 형태와 매체들이 등장하는 [드로잉 나우] 전시를 관람하고, 확장된 드로잉 소재를 체험해 보는 기회와 함께 전시 공간을 벗어나 시간과 공간을 넘어 작품과 소통의 폭을 넓히는 경험을 갖습니다.

▶일정 : 아래 일정 중 택 1회
   4/24(일) 10:00-12:00(4/12 접수마감)
   5/15(일) 14:00-16:00(5/3 접수마감)
   6/12(일) 10:00-12:00(6/3 접수마감)
   6/26(일) 14:00-16:00(6/3 접수마감)

▶신청 방법 : 위 일정 중 신청 희망하는 날짜를 아래 달력에서 클릭  수강 희망 시간 확인 후 접수신청 클릭  필수항목 입력 
▶하단의 접수 시 주의사항 꼭! 확인 바랍니다. 

* 접수완료 인원 대상 별도 확정 문자 안내드립니다.
* 여석 발생 시 대기인원 대상 안내드립니다.",12,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=254=02,,전시 기간 중 운영 / 수업 개설일 중 택1회,초등학생
어린이정규,2022 초등단체(금) 조각나들이 : 이야기가 있는 조각,3~6학년 학급 단체,회당 1학급,20220513,20221014,온라인(zoom)/현장(미술관),0,"도입(20분) : 오리엔테이션(프로그램 및 활동 소개)활동1(25분) : 조각의 형식, 재료, 기법에 따른 작품 소개하기활동2(15분) : 조각의 재료, 형식, 기법에 따른 작품을 찾아 감상하기활동3(50분) : 조각 기법을 이해하고, 작품 제작하기마무리(10분) : 작품 마무리 및 감상","올림픽 조각공원에 위치한 소마미술관에서는 미술관 관련 직업체험과 자기표현, 인성을 위주로 한 학교단체 프로그램을 진행하고 있습니다. 
미술관에서 생긴 일은 초등단체 대상으로 진행되며 미술관의 역할 및 개념에 대해 알아보고 조각 작품들을 활용하여 올림픽 조각공원을 새롭게 기획하고 조성해보는 프로그램입니다.

▶ 운영기간 : 5~7월, 9~10월/ 지정 날짜 중 금요일 (택1회)
▶ 수업시간 : 1~2교시 / 2~3교시 / 3~4교시 중 선택

★ 접수 방법 : 홈페이지 접수(희망 날짜 클릭 후 신청)
★ 접수 시 희망 반에 해당하는 날짜 하루만 클릭하여 신청바랍니다.
　(예) 4/29(금) 수강 희망날짜 클릭팝업창 내용 작성하여 신청하기4/29(금) 수강 신청 완료! 

★신청내역: 신청자명/휴대폰번호/이메일/인원수/수강생명/학교명/학년
   ※신청자명, 휴대폰번호, 이메일: 담당 선생님 내용 기재    
   ※인원수란에 1명 기재, 수강생명에 인원 함께 기재 (예) 김소마(20명)  
   ※학년란에 학년과 원하는 일자, 수업 시간 함께 기재 (예) 6학년(4/29, 10:00~12:00)

★ 실시간 온라인(Zoom) 비대면 수업과 현장(미술관) 병행 진행이 가능하므로 신청 확정 시 별도로 말씀 부탁드립니다.
★ 수업 확정 시 접수완료 문자가 발송됩니다. (온라인 진행 희망 시, 접수완료 학급 대상 수업 일주일 전 키트가 발송됩니다.)
★ 한 학교에서 2학급까지 신청 가능합니다.(*1회 수업 당 1학급) 
★ 수업 당일 취소 시 차년도 접수에서 제한됩니다.",20,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=249=02,4월 5일(화) 15:00부터 홈페이지 선착순 접수,운영 기간 중 택 1회(금),제한없음
어린이정규,2022 조각 아카데미 신규 수강생 모집,초등 3-4학년,각 반 16명,20220305,20220723,소마미술관 아카데미,300000,,"※접수 마감되었습니다. 정원 내 최종 인원 파악 후 진행 안내 문자가 발송되오니 참고 부탁드립니다.(수 일 소요)
※대기 인원은 결원 발생 시 순차적으로 안내드립니다.


조각 아카데미는 소마미술관의 풍부한 교육적 콘텐츠를 기반으로 하여 조각을 테마로 기획된 조각 특화 교육프로그램입니다. 미술관 혹은 조각공원 등 장소에 대한 탐색에서 출발하여 양감, 질감, 비례 등 조각의 기본적인 조형요소와 조각의 다양한 재료들, 조각작품 속 이야기까지 조각을 테마로 다양한 접근과 탐색과정을 함께 합니다. 

★ 접수 시 희망 반에 해당하는 날짜 하루만 클릭하여 신청바랍니다.
　(예) A반 수강 희망A반에 해당하는 날짜 중 하루만 클릭신청하기1A반으로 신청 완료! 

▶1A반(3주차 토 14:30~17:30) : 3/19(프리스쿨), 4/16, 5/21, 6/18, 7/16
▶1B반(4주차 토 14:30~17:30) : 3/26(프리스쿨), 4/23, 5/28, 6/25, 7/23

※ 1학기는 프리스쿨(Pre-school) 포함하여 5차시 수업 진행됩니다.
※ 사회적 거리두기 단계에 따라 수업이 중단될 수 있습니다.
※ 조각아카데미는 봄학기에만 신규 수강생을 모집하여 정규과정(2년)과 연구반(1년), 도슨트반(1년)까지 순차적으로 운영됩니다.",16,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=247=02,2021.2.11(금) 15:00부터 홈페이지 선착순 접수,학기별 4차시(1학기는 5차시),초등학생
어린이정규,[3~4학년] 2022 봄학기 드로잉아카데미 신규 수강생 모집,초등3~4학년,"5, 6, 7반 : 각 9명 / 8반 : 12명",20220305,20220618,소마미술관 아카데미,200000,2022 봄학기 : 공간에 대한 이해 - 다양한 시점에서 공간 이해를 통해 당연하거나 변화된 공간 관찰과 표현2022 가을학기 : 이야기로 풀어보는 드로잉 - 조형적 기본 요소에 대한 새로운 구성과 다양한 미술 기법을 활용한 표현 2023 봄학기 : 형태와 관찰 - 시각뿐만 아니라 다양한 감각을 통해 사물에 대한 다각도적 관찰과 표현2023 가을학기 : 색과 질감 - 공원의 자연과 주변의 일반적 사물에 대한 색과 질감의 관찰과 표현,"※접수 마감되었습니다. 정원 내 최종 인원 파악 후 진행 안내 문자가 발송되오니 참고 부탁드립니다.(수 일 소요)
※대기 인원은 결원 발생 시 순차적으로 안내드립니다.

2022년 봄학기에는 공간에 대한 이해를 테마로 하여 화면의 구성능력을 키우기 위해 조형적원리에 입각한 다양한 공간이해와 응용작업이 이루어집니다. 이를 통해 화면의 깊이감, 공간감을 익히고, 대상에 대한 공간분리와 결합 등을 체험해 볼 수 있습니다.

★ 접수 시 희망 반에 해당하는 날짜 하루만 클릭하여 신청바랍니다. 
　(예) 5반 수강 희망5반에 해당하는 날짜 중 하루만 클릭신청하기5반으로 신청 완료! 

▶수업 일정
-5반(1주차 토 10:00~12:00) 3/5, 4/2, 4/30, 6/4
-6반(2주차 토 10:00~12:00) 3/12, 4/9, 5/14, 6/11
-7반(2주차 토 14:00~16:00) 3/12, 4/9, 5/14, 6/11
-8반(3주차 토 10:00~12:00) 3/19, 4/16, 5/21, 6/18

* 5반 : 5월 1주차(5/7)는 어린이날 주간으로 4월 5주차(4/30) 수업 진행

※ 재수강 인원에 따라 신규 수강생 모집 인원은 변경될 수 있습니다.
※ 코로나-19 방역수칙에 준하여 반별 정원을 축소하여 모집, 운영합니다.
※ 사회적 거리두기 단계에 따라 일부 수업은 변경될 수 있습니다.",9,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=246=02,2월 10일 15:00부터 선착순 접수 예정,학기별 4차시,초등학생
어린이정규,[1~2학년] 2022 봄학기 드로잉아카데미 신규 수강생 모집,초등1~2학년,9명,20220319,20220625,소마미술관 아카데미,200000,2022 봄학기 : 공간에 대한 이해 - 다양한 시점에서 공간이해를 통해 당연하거나 변화된 공간 관찰과 표현2022 가을학기 : 이야기로 풀어보는 드로잉 - 조형적 기본요소에 대한 새로운 구성과 다양한 미술기법을 활용한 표현 2023 봄학기 : 형태와 관찰 - 시각뿐만 아니라 다양한 감각을 통해 사물에 대한 다각도적 관찰과 표현2023 가을학기 : 색과 질감 - 공원의 자연과 주변의 일반적 사물에 대한 색과 질감의 관찰과 표현,"※접수 마감되었습니다. 정원 내 최종 인원 파악 후 진행 안내 문자가 발송되오니 참고 부탁드립니다.(수 일 소요)
※대기 인원은 결원 발생 시 순차적으로 안내드립니다.

2022년 봄학기에는 공간에 대한 이해를 테마로 하여 화면의 구성능력을 키우기 위해 조형적원리에 입각한 다양한 공간이해와 응용작업이 이루어집니다. 이를 통해 화면의 깊이감, 공간감을 익히고, 대상에 대한 공간분리와 결합 등을 체험해 볼 수 있습니다.

★ 접수 시 희망 반에 해당하는 날짜 하루만 클릭하여 신청바랍니다. 
　(예) 1반 수강 희망1반에 해당하는 날짜 중 하루만 클릭신청하기1반으로 신청 완료! 

▶수업 일정
-1반(3주차 토 10:00~12:00) 3/19, 4/16, 5/21, 6/18
-2반(3주차 토 14:00~16:00) 3/19, 4/16, 5/21, 6/18
-3반(4주차 토 10:00~12:00) 3/26, 4/23, 5/28, 6/25
-4반(4주차 토 14:00~16:00) 3/26, 4/23, 5/28, 6/25

※ 재수강 인원에 따라 신규 수강생 모집 인원은 변경될 수 있습니다.
※ 코로나-19 방역수칙에 준하여 반별 정원을 축소하여 모집, 운영합니다.
※ 사회적 거리두기 단계에 따라 일부 수업은 변경될 수 있습니다.",9,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=245=02,2월 10일 15:00부터 선착순 접수 예정,학기별 4차시,초등학생
어린이정규,2019 초등단체(금) 조각나들이,초등 3~6학년 학급단위,25,20190401,20191130,소마미술관 세미나실,0,"개요(5분) : 인사, 프로그램 소개이해(20분) : 조각에 대해 알아보기(PPT)감상(45분) : 조각공원 투어창작(40분) : 감상과 연계한 조각작품 만들기마무리(10분) : 결과공유","세계적인 조각공원 중 하나로 평가받는 서울올림픽공원 내 설치된 조각작품을 중심으로 진행하는 프로그램입니다. 
조각나들이는 교과서를 기반으로 기획된 초등단체 창의체험 수업으로, 서울올림픽 조각공원의 야외조각작품을 감상하고 다양한 재료를 활용한 조각을 제작해보는 학교연계 프로그램입니다. 

▶ 4/5, 4/19, 4/26, 5/10, 5/17, 5/24, 5/31, 6/7, 6/14, 9/6, 9/20, 9/27, 10/11, 10/18, 10/25, 11/1, 11/15, 11/22 중 택1 (1회 수업) 

★ 접수 방법 : 달력에서 수업 희망 날짜 클릭  신청하기 버튼 클릭  접수 절차 진행
★ 신청 시 자동으로 수강신청 완료 문자가 발송되오나 접수완료는 아니므로 착오없으시길 바라며 수강현황으로 접수상태 확인바랍니다.
★ 한 학교에서 2학급까지 신청 가능합니다.
★ 수업 당일 취소 시 차년도 접수에서 제한됩니다.",25,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=161=02,,택1회 (금요일 10:00~12:00),초등학생
어린이정규,제25회 송파구박물관나들이 온라인 교육 키트 신청,초등학생,100명,20210727,20210829,온라인,0,,"송파구박물관나들이는 송파구 내 위치한 8개 뮤지엄이 공동으로 진행하는 문화예술교육 프로젝트로 각 뮤지엄별로 특색있는 문화예술 컨텐츠를 지역 주민들이 경험할 수 있도록 기획되었습니다. 올림픽공원 내에 위치한 소마미술관에서는 2021년 제25회 송파구박물관나들이 활동에서 YouTube의 조각공원 영상을 통해 작품 감상 후 키트를 활용한 표현 활동(나만의 조각공원 꾸미기) 시간이 준비되어 있습니다.
(참여기관 : 소마미술관, 롯데뮤지엄, 몽촌역사관, 송파구 문화실험공간 호수, 송파구립 예송미술관, 송파책박물관, 한국광고박물관, 한미사진미술관, 한성백제박물관) 

★ 본 키트 신청은 소마미술관 교육에만 해당되는 내용으로 타 기관 교육은 기관별 홈페이지에서 신청 가능합니다. 

▶ 키트 신청 및 참여 방법 
　① 달력에서 오픈되어 있는 날짜 클릭 
　② 접수신청 클릭 후 빈칸 입력 (★선택 항목인 주소를 꼭! 입력해주셔야 키트가 발송됩니다.) 
　③ 문자 수신 (OOO 수강신청 되었습니다. 수업 확정 시 접수완료 문자가 발송됩니다.) 
　④ 접수 완료 문자 안내 확인 (주소 검증 후 접수완료 문자를 발송합니다.) 
　⑤ 키트 수령 및 영상 링크 문자 확인 (키트 우편발송 후 안내 문자를 드립니다.) 
　⑥ 문자의 링크 또는 YouTube 소마미술관 채널에서 [힐링 인 소마] EP.9 영상을 시청하며 활동 참여

※ 본 페이지는 키트 신청페이지로 클릭한 날짜에 교육이 진행되는 것이 아닙니다. 
※ 주소(선택 항목) 미입력 시 키트 발송 불가하며, 주소를 잘못 입력하여 키트가 오배송 되는 경우 재발송되지 않으므로 신청 시 정확한 주소를 입력바랍니다.
※ 1가구당 키트 1세트만 발송됩니다. (형제자매 등 한 가정에서 2인이 함께 신청하는 경우 키트 1세트만 제공) 
※ 접수 오픈 시 많은 분들이 동시간에 접속하므로 원활한 통신 및 데이터 환경에서 접속하시기 바랍니다.",100,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=240=02,7월 27일 14:00부터 선착순 접수,행사기간(7월 27일~8월 29일),초등학생
어린이정규,[온라인] 소마드로잉스쿨 키트 신청(N.06 조원희 작가),어린이,회차별 100명,20210907,20220131,온라인,5000,,"SOMA Drawing School은 소마드로잉센터의 작가에 대해 알아보고, 현대 드로잉의 확장된 개념을 이해하고 시각예술의 기본 장르인 드로잉에 대해 경험할 수 있는 온라인 교육프로그램입니다. 

★본 페이지는 조원희 작가 키트 신청 페이지입니다.

　N.05 윤예지 작가 : 오래된 기억의 기록들을 활용하여 콜라쥬와 즉흥적이고 생생한 드로잉을 그리는 작가
▶N.02 조원희 작가 : 재개발 지역과 폐허에서 직접 수집한 창문을 활용하여 고정되거나 움직이는 부분을 통해 새로운 이야기를 만들어내는 작가

■ 키트 신청 방법 
　① 달력에서 오픈되어 있는 날짜 클릭 
　② 접수신청 클릭 후 빈칸 입력 (★선택 항목인 주소를 꼭! 입력해주셔야 키트가 발송됩니다) 
　③ 문자 수신 (OOO 수강신청 되었습니다. 수업 확정 시 접수완료 문자가 발송됩니다.) 
　　※ 날짜 상관없이 하루만 클릭하여 신청바랍니다. (여러 날짜 신청 시 동일 프로그램 중복 접수가 됩니다) 
         ★1차 : 9/7~9/17 중 하루만 클릭 ※ 종료
         ★2차 : 10/5~10/8 중 하루만 클릭 ※ 종료
         ★잔여 : 1/10~1/14 중 하루만 클릭 ※ 종료
　　※ 본 페이지는 키트 신청페이지로 클릭한 날짜에 교육이 진행되는 것이 아닙니다. 
　　※ 주소(선택 항목) 미입력 시 키트 발송 불가합니다. (잘못 입력한 경우 아카데미(02-410-1333)로 전화요망) 
　　※ 정확한 주소 확인 후 접수완료 안내 문자가 발송됩니다. 
　　※ 신청 정원 내 수강생 1명당 1키트 발송됩니다.
　　※ 키트 발송 후 문자로 안내됩니다. 키트 수령 후에는 YouTube 소마미술관 채널에서 영상을 보며 활동바랍니다.",100,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=239=02,추후 공지,9~10월,제한없음
어린이정규,[온라인] 소마드로잉스쿨 키트 신청(N.05 윤예지 작가),어린이,회차별 100명,20210907,20211031,온라인,5000,,"※ 접수 마감되었습니다.
※ 정원 외 대기 인원은 결원 발생 시, 순차적으로 안내드립니다. 감사합니다.

SOMA Drawing School은 소마드로잉센터의 작가에 대해 알아보고, 현대 드로잉의 확장된 개념을 이해하고 시각예술의 기본 장르인 드로잉에 대해 경험할 수 있는 온라인 교육프로그램입니다. 

★본 페이지는 윤예지 작가 키트 신청 페이지 입니다.

▶N.05 윤예지 작가 : 오래된 기억의 기록들을 활용하여 콜라쥬와 즉흥적이고 생생한 드로잉을 그리는 작가
　N.06 조원희 작가 : 재개발 지역과 폐허에서 직접 수집한 창문을 활용하여 고정되거나 움직이는 부분을 통해 새로운 이야기를 만들어내는 작가

■ 키트 신청 방법 
　① 달력에서 오픈되어 있는 날짜 클릭 
　② 접수신청 클릭 후 빈칸 입력 (★선택 항목인 주소를 꼭! 입력해주셔야 키트가 발송됩니다) 
　③ 문자 수신 (OOO 수강신청 되었습니다. 수업 확정 시 접수완료 문자가 발송됩니다.) 
　　※ 날짜 상관없이 하루만 클릭하여 신청바랍니다. (여러 날짜 신청 시 동일 프로그램 중복 접수가 됩니다) 
         ★1차 : 9/7~9/17 중 하루만 클릭  ※ 종료
         ★2차 : 10/5~10/8 중 하루만 클릭
　　※ 본 페이지는 키트 신청페이지로 클릭한 날짜에 교육이 진행되는 것이 아닙니다. 
　　※ 주소(선택 항목) 미입력 시 키트 발송 불가합니다. (잘못 입력한 경우 아카데미(02-410-1333)로 전화요망) 
　　※ 정확한 주소 확인 후 접수완료 안내 문자가 발송됩니다. 
　　※ 신청 정원 내 수강생 1명당 1키트 발송됩니다.
　　※ 키트 발송 후 문자로 안내됩니다. 키트 수령 후에는 YouTube 소마미술관 채널에서 영상을 보며 활동바랍니다.",100,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=238=02,추후 공지,9~10월,제한없음
어린이정규,2019 초등단체(수) 미술관에서 생긴 일,초등3~6학년 학급 단체,25명,20190401,20191130,소마미술관 세미나실,0,"활동1(30분) : 미술관의 개념과 일, 직업 이해하기활동2(30분) : 미술관 또는 조각공원 곳곳 살펴보기(외부기획전시의 경우 조각공원 관람으로 변경)활동3(40분) : 세계에서 일어난 미술관 일화 소개, 미션 소개 및 모둠별 토의 후 창의적 해결방안 모색하기활동4(20분) : 발표 및 마무리","소마미술관에서는 미술관 관련 직업체험과 자기표현, 인성을 위주로 한 청소년 프로그램을 진행하고 있습니다. 
미술관에서 생긴 일은 초등단체 대상으로 진행하는 프로그램이며, 미술관에서 일어난 다양한 사건 및 직업군에 대해 소개하는 학교연계 프로그램입니다.

▶ 4/10, 4/17, 5/8, 5/15, 5/22, 6/5, 6/12, 6/19, 9/4, 9/18, 10/2, 10/16, 10/23, 11/6, 11/13, 11/20 중 택1 (1회 수업) 

★ 접수 방법 : 달력에서 수업 희망 날짜 클릭  신청하기 버튼 클릭  접수 절차 진행
★ 신청 시 자동으로 수강신청 완료 문자가 발송되오나 접수완료는 아니므로 착오없으시길 바라며 수강현황으로 접수상태 확인바랍니다.
★ 한 학교에서 2학급까지 신청 가능합니다.
★ 수업 당일 취소 시 차년도 접수에서 제한됩니다.",25,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=160=02,,택1회 (수요일 10:00~12:00),초등학생
어린이정규,[1~2학년] 2021 가을학기 드로잉아카데미 신규 수강생 모집,초등1~2학년,각 반 9명,20210821,20211127,아카데미,160000,2021 가을학기 : 색과 질감 - 공원의 자연과 주변의 일반적 사물에 대한 색과 질감의 관찰과 표현2022 봄학기 : 공간에 대한 이해 - 다양한 시점에서 공간이해를 통해 당연하거나 변화된 공간 관찰과 표현2022 가을학기 : 이야기로 풀어보는 드로잉 - 조형적 기본요소에 대한 새로운 구성과 다양한 미술기법을 활용한 표현 2023 봄학기 : 형태와 관찰 - 시각뿐만 아니라 다양한 감각을 통해 사물에 대한 다각도적 관찰과 표현,"2021년 가을학기의 테마는 색과 질감이며 사물에서 느껴지는 인상과 감상에 초점을 맞추어 시각적인 효과를 색과 촉감적 경험을 중심으로 표현해보는 다양한 색채와 질감 체험을 경험해 봅니다.

★ 접수 시 희망 반에 해당하는 날짜 하루만 클릭하여 신청바랍니다. 
　(예) 1반 수강 희망1반에 해당하는 날짜 중 하루만 클릭신청하기1반으로 신청 완료! 

▶수업 일정
-1반(3주차 토 10:00~12:00) 8/21, 9/18, 10/16, 11/20
-2반(3주차 토 14:00~16:00) 8/21, 9/18, 10/16, 11/20
-3반(4주차 토 10:00~12:00) 8/28, 9/25, 10/23, 11/27
-4반(4주차 토 14:00~16:00) 8/28, 9/25, 10/23, 11/27

※ 코로나-19 방역수칙에 준하여 반별 정원을 축소하여 모집, 운영합니다. 
※ 2021년은 학기별 4차시로 축소 운영함에 따라 수강료가 변동되었습니다.
※ 사회적 거리두기 단계에 따라 일부 수업은 변경될 수 있습니다.(1~2단계 : 대면, 2.5단계 : 비대면)",9,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=234=02,7월 27일 15:00부터 선착순 접수 예정,학기별 4차시,초등학생
어린이정규,[초 1~2] 2021 전시연계 어린이 워크숍유쾌한 미술관 여행,초등 1~2학년,회차별 12명,20210509,20210725,"세미나실, 전시실",30000,"도입(10분) : 오리엔테이션(오늘 활동 소개, 일상 이야기, 전시관람 에티켓 안내)감상(50분) : 선생님과 함께 전시 관람표현(50분) : 감상활동 , 일상을 담아내는 기록장 만들기마무리(10분) : 서로의 작품 감상하며 이야기 나누어보기","소마미술관 아카데미에서는 1관에서 진행중인 한국스페인 특별전 : 마주하는 풍경, 일상을 바라보는 시선과 연계한 어린이 워크숍유쾌한 미술관 여행을 진행합니다. 한국과 스페인 작가들이 새롭게 바라보는 일상에 대한 작품을 감상하며 작가들의 다양한 시선에 대해 알아보고, 코로나-19로 인해 변화된 일상에 대한 생각을 함께 나누며 자신만의 시선으로 일상을 마주하고, 표현해보고, 나만의 시선으로 기록할 수 있는 방법을 경험해 봅니다. 

▶일정 : 아래 일정 중 택1회 
　5/9(일) 10:00-12:00 
　5/23(일) 14:00-16:00 
　6/27(일) 14:00-16:00 
　7/25(일) 10:00-12:00 

▶신청 방법 : 위 일정 중 신청 희망하는 날짜를 아래 달력에서 클릭  수강 희망 시간 확인 후 접수신청 클릭  필수항목 입력 
▶하단의 접수 시 주의사항 꼭! 확인 바랍니다. 

* 수업이 진행되는 당월에 수강료 안내가 진행됩니다.
　(예 : 6/27 수업 접수  정원 내 인원에 한하여 6월 첫 주에 수강료 결제 안내 발송)",12,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=231=02,4/27(화) 15:00부터 선착순 접수,전시 기간 중 운영 / 수업 개설일 중 택1회,초등학생
어린이정규,[드로잉 1~2학년] 2024 봄학기 드로잉아카데미 신규 수강생 모집,초등학생 1~2학년,12,20240302,20240727,소마미술관 아카데미 3교육실,400000,,"2024년 봄학기에는 공간에 대한 이해를 테마로 하여 화면의 구성능력을 키우기 위해 조형적 원리에 입각한 다양한 공간이해와 응용작업이 이루어집니다. 화면의 깊이감, 공간감을 익히고, 대상에 대한 공간분리와 결합 등을 체험하는 수업을 진행합니다.

★ 접수 시 아래 달력에서 희망 반에 해당하는 날짜 하루만 클릭하여 신청바랍니다. 
　(예) 1반 수강 희망1반에 해당하는 날짜 중 하루만 클릭신청하기1반으로 신청 완료! 

▶1반(1,3주 토 14:00~16:00) 3/2
▶2반(2,4주 토 10:00~12:00) 3/9
▶3반(2,4주 토 14:00~16:00) 3/9

※ 재수강 인원에 따라 신규 수강생 모집 인원은 변경될 수 있습니다.",12,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=320=02,2월 6일 화요일 15시~ 홈페이지 선착순 접수,3월~6월 총 8회 진행,초등학생
어린이정규,[초 3~4] 2021 전시연계 어린이 워크숍유쾌한 미술관 여행,초등 3~4학년,회차별 12명,20210509,20210725,"세미나실, 전시실",30000,"도입(10분) : 오리엔테이션(오늘 활동 소개, 일상 이야기, 전시관람 에티켓 안내)감상(50분) : 선생님과 함께 전시 관람표현(50분) : 감상활동 , 일상을 담아내는 기록장 만들기마무리(10분) : 서로의 작품 감상하며 이야기 나누어보기","소마미술관 아카데미에서는 1관에서 진행중인 한국스페인 특별전 : 마주하는 풍경, 일상을 바라보는 시선과 연계한 어린이 워크숍유쾌한 미술관 여행을 진행합니다. 한국과 스페인 작가들이 새롭게 바라보는 일상에 대한 작품을 감상하며 작가들의 다양한 시선에 대해 알아보고, 코로나-19로 인해 변화된 일상에 대한 생각을 함께 나누며 자신만의 시선으로 일상을 마주하고, 표현해보고, 나만의 시선으로 기록할 수 있는 방법을 경험해 봅니다. 

▶일정 : 아래 일정 중 택1회 
　5/9(일) 14:00-16:00 
　6/13(일) 10:00-12:00 
　7/25(일) 14:00-16:00 

▶신청 방법 : 위 일정 중 신청 희망하는 날짜를 아래 달력에서 클릭  수강 희망 시간 확인 후 접수신청 클릭  필수항목 입력 
▶하단의 접수 시 주의사항 꼭! 확인 바랍니다. 

* 6, 7월 수업으로 신청하는 경우 수업이 진행되는 당월에 수강료 안내가 진행됩니다.
　(예 : 6/13 수업 접수  정원 내 인원에 한하여 6월 첫 주에 수강료 결제 안내 발송)",12,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=230=02,4/27(화) 15:00부터 선착순 접수,전시 기간 중 운영 / 수업 개설일 중 택1회,초등학생
