name,type,address,phone,big,normal,small,longitude,latitude
토산2리 게이트볼장,간이운동장,제주특별자치도 서귀포시 표선면 토산리  427,,제주특별자치도,서귀포시,,126.781865,33.307189
토산리소공원,간이운동장,,,제주특별자치도,서귀포시,,126.781556,33.307202
토성1리 경로당 동네체육시설,간이운동장,충북 청주시 청원구 북이면 토성리 203-1,043-201-8653,충청북도,청주시,,127.5670815,36.74738426
토성2리 동네체육시설,간이운동장,충청북도 청주시 청원구 북이면 토성리 40-1,043-201-8653,충청북도,청주시,,127.5702843,36.7498524
토성고개 쉼터(1) 체력단련시설,간이운동장,경상남도 통영시 북신동   232,,경상남도,통영시,,128.425456,34.85088316
토성고개 쉼터(2) 체력단련시설,간이운동장,경남 통영시 태평동 328-45,,경상남도,통영시,,128.4254971,34.85022292
토성공설운동장,축구장,강원특별자치도 고성군 토성면 물안골길 72,033-680-3712,강원특별자치도,고성군,,128.5315127,38.24524545
토성리 등산로 주변 체육시설,간이운동장,경상북도 포항시 북구 신광면 신흥로 86-1,054-270-2804,경상북도,포항시,토성리,129.2700201,36.12320572
토성리 정자 주변 체육시설,간이운동장,경상북도 포항시 북구 신광면 토성길 60,054-270-2804,경상북도,포항시,토성리,129.265301,36.12709281
토성리 중앙노인복지회관 체육시설,간이운동장,경상북도 포항시 북구 신광면 토성길 26,054-270-2804,경상북도,포항시,토성리,129.2615083,36.12868089
토성면야외게이트볼장,전천후게이트볼장,,,강원특별자치도,고성군,,,
토성면전천후게이트볼장,전천후게이트볼장,강원특별자치도 고성군 토성면 천진7길 22,,강원특별자치도,고성군,,128.5560813,38.25737332
토월어린이공원,간이운동장,경기도 용인시 수지구 풍덕천동  풍덕천로140번길 8,,경기도,용인시,,127.097286,37.323143
토월어린이공원(농구장),기타시설,경기도 용인시 수지구 풍덕천로140번길 8 (풍덕천동),,경기도,용인시,풍덕천동,127.0972933,37.32311784
토월체육공원 게이트볼장,전천후게이트볼장,경기도 용인시 수지구 수풍로23번길 36 (풍덕천동),,경기도,용인시,풍덕천동,127.0837272,37.32823067
토월체육공원(다목적운동장),간이운동장,경기도 용인시 수지구 수풍로23번길 36 (풍덕천동),,경기도,용인시,풍덕천동,127.0846118,37.32770474
토월체육공원(배드민턴장),간이운동장,경기도 용인시 수지구 수풍로23번길 36 (풍덕천동),,경기도,용인시,풍덕천동,127.0846118,37.32770474
토일2길69 앞,간이운동장,경상북도 울진군 울진읍 읍남리  596,,경상북도,울진군,읍남리,129.3930173,36.9810813
토일리 마을회관,간이운동장,경상북도 봉화군 상운면 하토일길 197,,경상북도,봉화군,토일리,128.7706732,36.81151092
토일리 상토쉼터,간이운동장,경북 봉화군 상운면 토일리 235-2,,경상북도,봉화군,토일리,128.782402,36.82128975
토점마을체육시설,간이운동장,경상남도 거창군 마리면 토점길 152,,경상남도,거창군,월계리,127.8462542,35.70982937
토정어린이공원,간이운동장,,02-3153-9554,서울특별시,마포구,,,
토지면 게이트볼장,전천후게이트볼장,전라남도 구례군 토지면 섬진강대로 5063,061-780-2252,전라남도,구례군,구산리,127.523929,35.19807913
토평 게이트볼장,간이운동장,"제주특별자치도 서귀포시 중산간동로 7678 (토평동, 토평반석타운)",,제주특별자치도,서귀포시,토평동,126.5935371,33.2711021
토평동 게이트볼장,간이운동장,제주특별자치도 서귀포시 토평로50번길 4 (토평동),,제주특별자치도,서귀포시,토평동,126.589571,33.26996744
토평초등학교후문,간이운동장,제주특별자치도 서귀포시 영천동,,제주특별자치도,서귀포시,,126.58986,33.266899
토함산 등산로,간이운동장,경상북도 경주시 불국동 진현동 산72-1,054-779-6967,경상북도,경주시,,129.3359767,35.78781094
토함정 경로당,간이운동장,경상북도 경주시 진현로3길 53(진현동),,경상북도,경주시,진현동,129.3258364,35.78695214
토함정 경로당,간이운동장,경상북도 경주시 진현로3길 53(진현동),,경상북도,경주시,진현동,129.3258364,35.78695214
토현리 동네체육시설,간이운동장,경상북도 의성군 사곡면 토현리 토현1길 10,,경상북도,의성군,,128.73669,36.303818
토현리 야외운동기구(도평),간이운동장,경북 의성군 사곡면 토현리 1240-1,,경상북도,의성군,토현리,128.7468758,36.31117709
토현리 야외운동기구(마을),간이운동장,경북 의성군 사곡면 토현리 775-3,,경상북도,의성군,토현리,128.7372135,36.30372757
통골 마을회관 체육시설,간이운동장,강원특별자치도 태백시 통골2길 7 (통동),,강원특별자치도,태백시,통동,129.0352018,37.16688304
통골 체육공원,간이운동장,강원특별자치도 태백시 통골길 116-52 (통동),,강원특별자치도,태백시,통동,129.0431219,37.16051247
통골체육공원,간이운동장,강원특별자치도 태백시 통동  통골길 116,,강원특별자치도,태백시,,129.04038,37.161846
통복근린공원,간이운동장,경기도 평택시 통복동   468,,경기도,평택시,,127.084247,36.999664
통산마을 야외운동기구,간이운동장,충청북도 진천군 문백면 평산2길 16-4,043-539-3614,충청북도,진천군,평산리,127.4810016,36.81859389
통산마을입구 야외운동기구,간이운동장,충북 진천군 문백면 평산리 626,,충청북도,진천군,평산리,127.4838711,36.81823208
통세골2길 12-1(야외운동기구),간이운동장,충청남도 천안시 동남구 통세골2길 12-1 (신방동),,충청남도,천안시,신방동,127.1230588,36.77402686
통안마을모정,간이운동장,전라남도 장성군 동화면 구림리  485,,전라남도,장성군,구림리,126.7203278,35.2844583
통암마을회관,간이운동장,경상남도 밀양시 초동면 성만1길 14-8,,경상남도,밀양시,성만리,128.6953134,35.40956019
통영IC 체력단련시설,간이운동장,경상남도 통영시 용남면 장문리  659,,경상남도,통영시,,128.4333105,34.86928923
통영공설운동장,육상경기장,북신동77-2,,경상남도,통영시,,128.430378,34.85150675
통영교육청 앞 녹지대 쉼터 체력단련시설,간이운동장,경상남도 통영시 광도면 죽림리  1576,,경상남도,통영시,,128.4158376,34.88244033
통영국민체육센터수영장,수영장,경상남도 통영시 산양읍 산양중앙로 100,,경상남도,통영시,남평리,128.3976932,34.80348981
통영산양스포츠파크축구장,축구장,경남 통영시 산양읍 남평리 752-4,,경상남도,통영시,,128.3991606,34.8018686
통영산양스포츠파크테니스장,테니스장,경남 통영시 산양읍 남평리 243-1,,경상남도,통영시,,128.4000893,34.80250687
통영생활체육공원,간이운동장,경상남도 통영시 용남면,,경상남도,통영시,,128.459855,34.883935
통영수영장,수영장,경상남도 통영시 평인일주로 1052-27 (명정동),,경상남도,통영시,명정동,128.4133201,34.85867783
통영시립테니스장,테니스장,경남 통영시 용남면 원평리 917-159,,경상남도,통영시,,128.4597093,34.88214852
통영실내수영장,수영장,경상남도 통영시 남망공원길 29 (동호동),,경상남도,통영시,동호동,128.4295896,34.84132042
통영야구장,야구장,경남 통영시 산양읍 남평리 산 282-3,,경상남도,통영시,,128.3972496,34.79999418
통영여고 앞 체력단련시설,간이운동장,경남 통영시 도천동 121-1,,경상남도,통영시,,128.4118248,34.83939364
통영여중 뒤편 체력단련시설,간이운동장,경상남도 통영시 도천동  도리1길 45,,경상남도,통영시,,128.4101944,34.84147836
통영중학교 옆 체력단련시설,간이운동장,경남 통영시 도남동 508-3,,경상남도,통영시,,128.4177364,34.82866416
통영체육관,체육관,경상남도 통영시 평인일주로 841(평림동),,경상남도,통영시,평림동,128.3976142,34.85695571
통영체육청소년센터,수영장,경상남도 통영시 광도면 죽림해안로 187,,경상남도,통영시,죽림리,128.4212776,34.8747217
통영해양스포츠센터요트장,요트장,경남 통영시 도남동 640,,경상남도,통영시,,128.4338803,34.82750872
통영향교 앞 체력단련시설,간이운동장,경상남도 통영시 광도면 죽림리  946,,경상남도,통영시,,128.4081329,34.87883087
통일공원 간이체육시설,간이운동장,경기도 파주시 파주읍 학골길 54,031-940-5234,경기도,파주시,봉서리,126.7986175,37.83621675
통일공원게이트볼장,전천후게이트볼장,경기도 파주시 파주읍 통일로 1586-40,,경기도,파주시,봉서리,126.7904593,37.85015133
통일공원테니스장,테니스장,파주읍 봉서리 산42,,경기도,파주시,,126.7903104,37.85086975
통일광장,간이운동장,경기도 용인시 처인구 금령로 65 (김량장동),031-324-5324,경기도,용인시,김량장동,127.1970529,37.23451872
통일광장 농구장,기타체육시설(체력단련장),경기도 용인시 처인구 금령로 10 (김량장동),,경기도,용인시,김량장동,127.1971716,37.23467737
통일동산,간이운동장,서울특별시 종로구 낙산5길 67 (창신동),02-2148-1892,서울특별시,종로구,창신동,127.0120316,37.57755277
통일동산체육시설,간이운동장,부산광역시 동구 망양로879번길 53 (범일동),051-440-4375,부산광역시,동구,범일동,129.0453746,35.13973361
통일무궁화공원 체육시설,간이운동장,부산광역시 강서구 대저1동,,부산광역시,강서구,,128.973931,35.220431
통일전휴게소 옆 쉼터,간이운동장,경북 경주시 남산동 1156-102,054-779-6967,경상북도,경주시,남산동,129.2431822,35.79743919
통진문화회관,체육관,경기도 김포시 통진읍 김포대로 2110-30,,경기도,김포시,도사리,126.6088189,37.68557684
통진문화회관 수영장,수영장,경기도 김포시 통진읍 김포대로 2110-30,,경기도,김포시,도사리,126.6088189,37.68557684
통진문화회관수영장,수영장,통진읍 도사리 434-6,031-997-5161,경기도,김포시,,126.6088584,37.68549877
통호마을 회관 운동기구,간이운동장,전라남도 해남군 송지면 통호길 1,,전라남도,해남군,통호리,126.5586337,34.32225081
퇴경공원,간이운동장,경상북도 구미시 고아읍 문장로23길 6-11,,경상북도,구미시,원호리,128.3293368,36.15113779
퇴계 지석공원 게이트볼장,간이운동장,강원특별자치도 춘천시 지석로 32 (퇴계동),,강원특별자치도,춘천시,,127.7395123,37.85124566
퇴계 철도하부 족구장,간이운동장,강원특별자치도 춘천시 역전옛길 2 (퇴계동),,강원특별자치도,춘천시,,127.7301539,37.86104333
퇴계동 농구장,간이운동장,강원특별자치도 춘천시 퇴계동  춘주로 123,,강원특별자치도,춘천시,,127.722896,37.86077
퇴계동 복선전철하부공간,간이운동장,강원특별자치도 춘천시 퇴계동 375-4,,강원특별자치도,춘천시,,127.7306809,37.86027363
퇴계동 산책로 생활체육시설,간이운동장,강원특별자치도 춘천시 퇴계동   212,,강원특별자치도,춘천시,,127.733955,37.855238
퇴계동 제1생활체육시설,간이운동장,강원특별자치도 춘천시 퇴계동   712,,강원특별자치도,춘천시,,127.72567,37.867821
퇴계동 제2게이트볼장,간이운동장,강원특별자치도 춘천시 지석로 32 (퇴계동),,강원특별자치도,춘천시,,127.7395123,37.85124566
퇴계동 제2생활체육시설,간이운동장,강원특별자치도 춘천시 퇴계동   355,,강원특별자치도,춘천시,,127.728869,37.86609
퇴계동 제3생활체육시설,간이운동장,강원특별자치도 춘천시 퇴계동   339,,강원특별자치도,춘천시,,127.73611,37.861756
퇴계동 제4생활체육시설,간이운동장,강원특별자치도 춘천시 퇴계동  영서로2151번길 7,,강원특별자치도,춘천시,,127.733912,37.85784
퇴계동 제5공원 생활체육시설,간이운동장,강원특별자치도 춘천시 퇴계동   990,,강원특별자치도,춘천시,,127.738363,37.856364
퇴계동 제5생활체육시설,간이운동장,강원특별자치도 춘천시 퇴계동   27,,강원특별자치도,춘천시,,127.733176,37.855756
퇴계동 제7생활체육시설,간이운동장,강원특별자치도 춘천시 퇴계동   353,,강원특별자치도,춘천시,,127.72546,37.868435
퇴계동 철도하부 족구장,간이운동장,강원특별자치도 춘천시 역전옛길 20 (퇴계동),,강원특별자치도,춘천시,,127.730941,37.8604805
퇴계동게이트볼장,전천후게이트볼장,강원특별자치도 춘천시 춘주로 123 (퇴계동),033-250-4232,강원특별자치도,춘천시,퇴계동,127.7229277,37.86076935
퇴계로 공원,간이운동장,경상북도 안동시 안동시 안막동 산21-5,054-840-4731,경상북도,안동시,,128.7367266,36.5821895
퇴계원 배드민턴장,기타시설,경기도 남양주시 퇴계원읍 퇴계원로59번길 41-39,,경기도,남양주시,,127.265434,36.49787653
퇴계원 족구장,간이운동장,경기 남양주시 퇴계원읍 퇴계원리 136-8,,경기도,남양주시,,127.1509131,37.64676093
퇴계원 테니스장,간이운동장,경기 남양주시 퇴계원읍 퇴계원리 136-8,,경기도,남양주시,,127.1509131,37.64676093
퇴계원배드민턴장,간이운동장,경기도 남양주시 퇴계원면,,경기도,남양주시,,127.14039,37.65489
퇴계원역 그라운드골프장,간이운동장,경기도 남양주시 퇴계원읍 경춘북로 527-1,,경기도,남양주시,,127.1427797,37.64799278
퇴계원역게이트볼장,간이운동장,경기도 남양주시 퇴계원면,,경기도,남양주시,,127.144933,37.648322
퇴계원역교량하부게이트볼장,전천후게이트볼장,,,경기도,남양주시,,,
퇴계원역족구장,간이운동장,경기도 남양주시 퇴계원면,,경기도,남양주시,,127.144933,37.648322
퇴계원체육시설,간이운동장,경기도 남양주시 퇴계원읍 퇴계원리  147,,경기도,남양주시,,127.150427,37.644143
퇴고개근린공원,간이운동장,대전 유성구 하기동 543,,대전광역시,유성구,,127.3263994,36.39063479
퇴곡1리 마을회관 체육시설,간이운동장,강원특별자치도 강릉시 연곡면 퇴곡1길 80,,강원특별자치도,강릉시,,128.7416644,37.85009625
퇴곡2리 경로당 옆,간이운동장,강원특별자치도 강릉시 연곡면 퇴곡2길 96,,강원특별자치도,강릉시,퇴곡리,128.7259181,37.84883932
퇴로마을 체육시설,간이운동장,경남 밀양시 부북면 퇴로리 304-1,,경상남도,밀양시,퇴로리,128.7010731,35.54868087
퇴미1공원,간이운동장,경기도 안성시 공도읍 공도로 116-70,,경기도,안성시,만정리,127.1786388,36.99878648
퇴미1호공원,기타시설,경기도 안성시 공도읍 공도로 116-70,,경기도,안성시,만정리,127.178638,36.99878639
퇴미2호공원,기타시설,경기도 안성시 공도읍 공도로 116-84,,경기도,안성시,만정리,127.1788563,36.99901899
퇴촌 게이트볼장,간이운동장,경기도 광주시 퇴촌면 천진암로 349,031-760-4599,경기도,광주시,광동리,127.3111792,37.47217687
퇴촌 공설운동장,간이운동장,경기도 광주시 퇴촌면 천진암로 349,031-760-4599,경기도,광주시,광동리,127.3111792,37.47217687
퇴촌면 배드민턴장,간이운동장,경기도 광주시 퇴촌면 산수로 1321,031-760-4599,경기도,광주시,광동리,127.3062232,37.47218261
튤립공원 내(35호 어린이공원) 배드민턴장,간이운동장,강원특별자치도 강릉시 원대로128번길 13 (교동),,강원특별자치도,강릉시,,128.8845004,37.76649514
특리마을 운동기구,간이운동장,경상남도 산청군 금서면 특리  241,,경상남도,산청군,특리,127.8493666,35.44318817
틈새누리근린공원,간이운동장,충청남도 아산시 인주면 걸매리  997,,충청남도,아산시,걸매리,126.8672383,36.88063002
파계리 동네체육시설,간이운동장,경상북도 영천시 고경면 용담로 1809,,경상북도,영천시,파계리,129.110723,35.96089587
파계리 동네체육시설,간이운동장,경상북도 영천시 고경면 용담로 1809,,경상북도,영천시,파계리,129.1107476,35.96097185
파내마을체육시설,간이운동장,경남 밀양시 하남읍 파서리 1052-4,,경상남도,밀양시,파서리,128.7397159,35.38946219
파도마을 유산각,간이운동장,전라남도 구례군 토지면 파도길 14,061-780-2252,전라남도,구례군,파도리,127.5331302,35.19461748
파도타기,간이운동장,경상북도 김천시 백옥길 82(백옥동),,경상북도,김천시,백옥동,128.077648,36.1228898
파라곤아파트,간이운동장,대전광역시 중구 태평동  유등천동로 428,,대전광역시,중구,,127.38866,36.322204
파란공원(야외운동기구),간이운동장,대구광역시 북구 태전동   1104,,대구광역시,북구,태전동,128.5461822,35.91308174
파랑공원운동기구,간이운동장,강원특별자치도 원주시 판부면 서곡리 매봉길 16,,강원특별자치도,원주시,서곡리,127.9424338,37.31979005
파랑새공원,간이운동장,대구광역시 달서구 장기동   814,,대구광역시,달서구,장기동,128.5274144,35.8464613
파랑새공원,간이운동장,장기동 814-2,,대구광역시,달서구,,128.5214763,35.83768702
파랑새쉼터,간이운동장,인천광역시 부평구 부개동   435,032-509-6973,인천광역시,부평구,,126.7363861,37.48775383
파랑새체육시설,간이운동장,부산광역시 수영구 광안2동,,부산광역시,수영구,,129.112749,35.151799
파서마을 체육시설,간이운동장,경남 밀양시 하남읍 파서리 359-20,,경상남도,밀양시,파서리,128.7476255,35.3902581
파주리 간이체육시설,간이운동장,경기도 파주시 파주읍 우계로 109-64,031-940-5234,경기도,파주시,파주리,126.812985,37.83829461
파주리 동네체육시설,간이운동장,경기도 파주시 파주읍 파주리  55,,경기도,파주시,,126.810326,37.833939
파주문화체육센터,체육관,경기도 파주시 파주읍 술이홀로 305,,경기도,파주시,파주리,126.8206609,37.8309936
파주문화체육센터 수영장,수영장,경기도 파주시 파주읍 술이홀로 305,,경기도,파주시,파주리,126.8206905,37.83098356
파주스타디움 보조구장  야외운동기구,간이운동장,경기도 파주시 중앙로 160 (금릉동),,경기도,파주시,금릉동,126.785768,37.75614052
파주스타디움 보조구장 농구장,간이운동장,경기도 파주시 중앙로 160 (금릉동),,경기도,파주시,금릉동,126.785768,37.75614052
파주스타디움 보조구장 족구장,간이운동장,경기도 파주시 중앙로 160 (금릉동),,경기도,파주시,금릉동,126.785768,37.75614052
파주스타디움 주경기장 축구장,축구장,경기도 파주시 중앙로 160 (금릉동),,경기도,파주시,금릉동,126.785849,37.75607787
파주스타디움(공설운동장),육상경기장,금능동 186-5,,경기도,파주시,,126.7857846,37.75617091
파주스타디움(공설운동장)게이트볼장,전천후게이트볼장,,,경기도,파주시,,,
파주스타디움(공설운동장)보조구장,축구장,경기도 파주시 중앙로 160 (금릉동),,경기도,파주시,금릉동,126.785849,37.75607787
파주스타디움(공설운동장)테니스장,테니스장,경기도 파주시 중앙로 160 (금릉동),,경기도,파주시,금릉동,126.785849,37.75607787
파주스타디움(보조경기장),육상경기장,경기도 파주시 중앙로 160 (금릉동),,경기도,파주시,금릉동,126.785768,37.75614052
파주스타디움게이트볼장,전천후게이트볼장,경기도 파주시 중앙로 160 (금릉동),,경기도,파주시,금릉동,126.785849,37.75607787
파주시배드민턴경기장,체육관,경기도 파주시 맥금동  방촌로 316,,경기도,파주시,,126.7263422,37.77410678
파주시배드민턴전용구장,체육관,아리랑로 55- 81,,경기도,파주시,,126.7613487,37.76380018
파주시스포츠센터,체육관,경기도 파주시 탄현면 방촌로 1213-52,,경기도,파주시,낙하리,126.7441946,37.84142746
파주시스포츠센터 수영장,수영장,경기도 파주시 탄현면 방촌로 1213-52,,경기도,파주시,낙하리,126.7441946,37.84142746
파천1리 마을회관,간이운동장,경상북도 김천시 부항면 부항로 1468,,경상북도,김천시,파천리,127.9376368,36.00702232
파천2리 마을회관 체육시설,간이운동장,경상북도 김천시 부항면 파천2길 106,,경상북도,김천시,파천리,127.9235334,36.02179581
파천2리 야외체육시설,간이운동장,경상북도 김천시 부항면 파천2길 106,,경상북도,김천시,파천리,127.9235334,36.02179581
파초리 게이트볼장,전천후게이트볼장,충청남도 금산군 금성면 파초1로 93,041-752-3474,충청남도,금산군,파초리,127.4673802,36.1307475
파출소옆 마을쉼터,간이운동장,경상북도 봉화군 춘양면 의양로 54,054-679-6133,경상북도,봉화군,의양리,128.9129584,36.93703743
파크골프 제1클럽하우스 일원,간이운동장,대전광역시 유성구 테크노2로 187 (용산동),,대전광역시,유성구,용산동,127.4061317,36.4240664
파크골프 제2클럽하우스 일원,간이운동장,대전광역시 유성구 갑천로 361-56 (탑립동),,대전광역시,유성구,탑립동,127.4157422,36.4153253
파크골프골프연습장,간이운동장,전라남도 함평군 함평읍 수호리  1162,,전라남도,함평군,,126.519617,35.051411
파크골프연습장,기타시설,전남 구례군 구례읍 봉북리 537-13,,전라남도,구례군,봉북리,127.4670386,35.2215467
파크골프연습장,골프연습장,전남 장성군 황룡면 신호리 53-1,,전라남도,장성군,신호리,126.7615995,35.28463844
파크골프장,기타시설,충청남도 공주시 웅진동   722,,충청남도,공주시,웅진동,127.0997775,36.46001114
파크골프장,기타시설,전북특별자치도 군산시 수송동로 58 (수송동),063-454-5596,전북특별자치도,군산시,수송동,126.7201789,35.96473003
파크골프장,기타시설,반송동 59,,경기도,화성시,,127.0636047,37.20401189
파크골프장,골프장,전라남도 여수시 율촌면 율촌산단2로 241-55,,전라남도,여수시,여동리,127.6023675,34.88799796
파크골프장,골프장,전라남도 장성군 황룡면 월평리  590,,전라남도,장성군,월평리,126.7657885,35.28934845
파크골프장 내  야외운동기구,간이운동장,경상북도 고령군 대가야읍 장기리  125,,경상북도,고령군,장기리,128.276854,35.72667483
파크골프장(삼산),기타시설,전라남도 해남군 해남읍 해남로 72,,전라남도,해남군,해리,126.6232489,34.5684936
파크골프장(향남2 오음공원),기타시설,화성시 향남읍 상신리 1260,031-369-6273,경기도,화성시,,126.9033136,37.1047217
파크어린이공원,간이운동장,전라남도 목포시 상동   1119,,전라남도,목포시,,126.427046,34.795531
파크타운 내 동네체육시설,간이운동장,"경기도 동두천시 싸리말로 62 (보산동, 파크타운 101동)",031-860-2144,경기도,동두천시,보산동,127.0644964,37.91772689
파평야구장,야구장,늘노리산8번지,,경기도,파주시,,126.8679981,37.9291305
파평체육공원축구장,축구장,파평면 늘노리 12-1,,경기도,파주시,,126.8665787,37.9316191
파포전천후게이트볼장,전천후게이트볼장,강원특별자치도 화천군 상서면 다파로 1570,,강원특별자치도,화천군,파포리,127.6501253,38.15933178
판곡,간이운동장,부산광역시 기장군 장안읍 오리 411-3,051-709-4122,부산광역시,기장군,오리,129.2690126,35.37708188
판곡(점토)마을 체육시설,간이운동장,경남 밀양시 무안면 판곡리 386,,경상남도,밀양시,판곡리,128.6591268,35.50252733
판곡마을 운동기구,간이운동장,경상남도 의령군 유곡면 청정로16길 67-2,,경상남도,의령군,칠곡리,128.3166248,35.42714701
판곡마을쉼터운동기구,간이운동장,경상남도 고성군 삼산면 판곡리  515,,경상남도,고성군,,128.301859,34.957716
판곡마을체육시설,간이운동장,경남 밀양시 무안면 판곡리 92-11,,경상남도,밀양시,판곡리,128.6602897,35.50862893
판교1리 마을회관 앞 체육시설,간이운동장,강원특별자치도 강릉시 사천면 중앙동로 71,,강원특별자치도,강릉시,,128.8541674,37.83124766
판교2리 마을회관,간이운동장,강원특별자치도 강릉시 사천면 조부동길 67-2,,강원특별자치도,강릉시,,128.8465441,37.84328734
판교게이트볼장,전천후게이트볼장,충청남도 서천군 판교면 종판로 882-13,,충청남도,서천군,현암리,126.688615,36.15369586
판교공원 X-Game장,간이운동장,경기도 성남시 분당구 운중로225번길 37 (판교동),031-729-4382,경기도,성남시,판교동,127.0978219,37.39536871
판교공원 게이트볼장,간이운동장,경기도 성남시 분당구 운중로225번길 37 (판교동),031-729-4382,경기도,성남시,판교동,127.094017,37.39613766
판교공원 배드민턴장,간이운동장,경기도 성남시 분당구 운중로225번길 37 (판교동),031-729-4382,경기도,성남시,판교동,127.0936441,37.39592171
판교공원풋살경기장,간이운동장,경기도 성남시 분당구 운중로225번길 37 (판교동),031-729-4382,경기도,성남시,판교동,127.0973589,37.39536008
판교수질복원센터테니스장,테니스장,경기도 성남시 분당구 판교로228번길 51 (삼평동),031-729-4193,경기도,성남시,삼평동,127.1027406,37.39821897
판교스포츠센터수영장,수영장,경기도 성남시 분당구 판교로228번길 55 (삼평동),031-729-3246,경기도,성남시,삼평동,127.102699,37.39752702
판교인공암벽장,인공암벽장업,경기도 성남시 분당구 판교공원로4길 27(판교동),,경기도,성남시,판교동,127.0907624,37.39584052
판교임시축구장,축구장,경기 성남시 분당구 판교동 578,,경기도,성남시,판교동,127.098593,37.38909434
판교체육공원,간이운동장,충청남도 서천군 판교면 현암리  152,,충청남도,서천군,,126.69023,36.155874
판대리운동기구,간이운동장,강원특별자치도 원주시 지정면 판대리 구재로 353,,강원특별자치도,원주시,판대리,127.8040845,37.41486139
판수리 마을회관 옆,간이운동장,,043-730-4883,충청북도,옥천군,,,
판암게이트볼장,전천후게이트볼장,대전광역시 동구 동구 판암동 산11-3 일원,,대전광역시,동구,,,
판암미리내(아) 102동,간이운동장,대전광역시 동구 가오동  동구청로 147,042-251-4234,대전광역시,동구,,127.4548071,36.31176963
판암미리내(아) 103동,간이운동장,대전광역시 동구 가오동  동구청로 147,042-251-4234,대전광역시,동구,,127.4548071,36.31176963
판암주공 2단지(판암어린이공원),간이운동장,대전광역시 동구 가오동  동구청로 147,042-251-4234,대전광역시,동구,,127.4548071,36.31176963
판암주공 6단지 602동,간이운동장,대전광역시 동구 가오동  동구청로 147,042-251-4234,대전광역시,동구,,127.4548071,36.31176963
판암주공 6단지 603동,간이운동장,대전광역시 동구 가오동  동구청로 147,042-251-4234,대전광역시,동구,,127.4548071,36.31176963
판암주공1단지(아),간이운동장,대전광역시 동구 가오동  동구청로 147,042-251-4234,대전광역시,동구,,127.4548071,36.31176963
판암주공3단지(아),간이운동장,대전광역시 동구 가오동  동구청로 147,042-251-4234,대전광역시,동구,,127.4548071,36.31176963
판암주공4단지 족구장 옆,간이운동장,대전광역시 동구 가오동  동구청로 147,042-251-4234,대전광역시,동구,,127.4548071,36.31176963
판암주공5단지 관리사무소 뒤,간이운동장,대전광역시 동구 가오동  동구청로 147,042-251-4234,대전광역시,동구,,127.4548071,36.31176963
판포리 게이트볼장,기타시설,제주특별자치도 제주시 한경면 판포2길 45,,제주특별자치도,제주특별자치도,판포리,126.201503,33.36145527
판포리전천후게이트볼장,전천후게이트볼장,제주특별자치도 제주시 한경면 판포2길 45,,제주특별자치도,제주시,판포리,126.201503,33.36145527
판포풋살장,기타시설,제주특별자치도 제주시 한경면 판포2길 45,,제주특별자치도,제주시,판포리,126.2013266,33.36178592
팔각정중간쉼터,간이운동장,광주광역시 동구 학동   36,,광주광역시,동구,,126.941678,35.141034
팔거 동네체육,간이운동장,대구광역시 북구 읍내동   1395,053-665-4322,대구광역시,북구,,128.5545368,35.93336207
팔거 동네체육시설,간이운동장,대구광역시 북구 읍내동,,대구광역시,북구,,128.555139,35.934665
팔거천 게이트볼장,간이운동장,대구광역시 북구 읍내동,,대구광역시,북구,,128.555125,35.937813
팔거천 구수교(배드민턴장),기타시설,대구 북구 동천동 264-2,,대구광역시,북구,동천동,128.5544084,35.94356869
팔거천 내 체육시설(한양공작 앞)(야외운동기구),간이운동장,대구광역시 북구 팔거천동로 147 (동천동),,대구광역시,북구,동천동,128.5553755,35.93480015
팔거천 제방(부광교회 주차장 앞)(야외운동기구),간이운동장,대구광역시 북구 태전동   629,,대구광역시,북구,태전동,128.5483405,35.92182042
팔거천(게이트볼장),기타시설,대구광역시 북구 팔거천서로35길 5-1 (읍내동),,대구광역시,북구,읍내동,128.5560341,35.93810817
팔거천(대동교 하류)동네체육시설,간이운동장,대구광역시 북구 팔거천동로 90 (동천동),,대구광역시,북구,동천동,128.555506,35.9323835
팔공 테니스종합센터,테니스장,대구 동구 도동 526,,대구광역시,동구,도동,128.6669878,35.92400426
팔공산인공암벽장,인공암벽장업,대구광역시 동구 동화사2길 21-7 (용수동),053-980-0314,대구광역시,대구광역시,용수동,128.6973478,35.99100372
팔공산인라인스케이트장,롤러스케이트장,대구광역시 동구 팔공산로199길 6-2 (용수동),053-980-0314,대구광역시,대구광역시,용수동,128.6979907,35.99021967
팔괴1리 동네체육시설,간이운동장,강원특별자치도 영월군 영월읍 팔괴리  1117,,강원특별자치도,영월군,,128.459718,37.167042
팔괴2리 동네체육시설,간이운동장,강원특별자치도 영월군 영월읍 팔괴리  278,,강원특별자치도,영월군,,128.490967,37.150219
팔금산 정상 체육시설,간이운동장,부산광역시 부산진구 범천동   41,,부산광역시,부산진구,범천동,129.0407804,35.14805398
팔금운동기구설치사업,간이운동장,,061-240-8943,전라남도,신안군,,,
팔금운동기구설치사업,간이운동장,전라남도 신안군 팔금면 당고리 삼층석탑길 285,061-240-8943,전라남도,신안군,,126.1520276,34.79180406
팔금운동장,축구장,전라남도 신안군 팔금면 삼층석탑길 170,061-240-8368,전라남도,신안군,읍리,126.1454097,34.7847509
