종목명,부종목명,시도명,시군구명,프로그램명,장애유형명,운영시간,프로그램소개내용,모집시작일,모집종료일,운영시작일,운영종료일
수영,,제주특별자치도,제주특별자치도 제주시,2023년 장애인 생활체육 수영교실,기타장애,"매주 토,일요일 09:00~10:00",,2023-03-01,2023-11-30,2023-04-01,2023-11-30
수영,,경기도,경기도 성남시,(국비)지적장애인수영교실,발달(지적/자폐)장애,매주 월~금/16시~17시,지적장애인수영교실 운영,2023-03-01,2023-04-30,2023-04-01,2023-10-31
수영,,경기도,경기도 성남시,(국비)두드림수중운동교실,발달(지적/자폐)장애,"매주 목/14시~15시,15시~16시",두드림수중운동교실 운영,2023-03-01,2023-04-30,2023-04-01,2023-10-31
수영,,전라남도,전라남도 목포시,2023 전남 목포시 장애인생활체육 수중운동교실B,발달(지적/자폐)장애,15:00~16:00,,2023-03-01,2023-03-31,2023-04-01,2023-12-31
수영,,전라남도,전라남도 목포시,2023 전남 목포시 장애인생활체육 수중운동교실A,발달(지적/자폐)장애,15:00~16:00,,2023-03-01,2023-03-31,2023-04-01,2023-12-31
수영,,충청남도,충청남도 아산시,(도비)2023년 가온누리 생활수영교실,기타장애,매주 금 12:00~13:00,,2023-01-01,2023-12-31,2023-03-10,2023-10-06
수영,,충청남도,충청남도 아산시,(기금)2023년 아산시수중운동교실,발달(지적/자폐)장애,매주 금 17:00~18:00,,2023-01-01,2023-12-31,2023-03-17,2023-09-15
수영,,충청남도,충청남도 아산시,(기금)2023년 농아인수영교실,청각장애,매주 금 14:00~15:00,,2023-01-01,2023-12-31,2023-03-10,2023-10-20
수영,,전라남도,전라남도 여수시,2023 전남 여수시 장애인생활체육 수영교실,발달(지적/자폐)장애,16:00~17:00,,2023-03-01,2023-03-31,2023-04-01,2023-12-31
수영,,전라남도,전라남도 해남군,2023 전남 해남군 장애인생활체육 수영교실,발달(지적/자폐)장애,13:00~14:30,,2023-03-01,2023-03-31,2023-04-01,2023-12-31
수영,,충청북도,충청북도 청주시,(기금) 2023년 장애인생활체육 수중재활운동(아쿠아로빅)교실,기타장애,"매주 월,수 10:50~11:50","1. 활동장소: 충청북도곰두리체육관 1층 재활수영장  2. 참여대상: 충청북도곰두리체육관 이용 장애인 회원  3. 사업내용   *전문 강사에 의한 주 2회 수중 재활 운동 교실   *신체 활동을 통해 에너지 발산 및 스트레스 해소   *근육, 관절에 무리가 적은 안정적인 수중 동작   *코로나19 장기화에 따른 운동 부족 해소  4. 주의사항: 출석률 저조 및 참여 의지가 낮은 참여자들은 수업 참여에 제한을 받을 수 있습니다.  5. 사업기간: 2023.03.15.(수) ~ 2023.10.18.(수)  6. 운영일시: 매주 수요일, 금요일 10시 50분 ~ 11시 50분 / 총 39회(일정은 내부 사정에 따라 변동 될 수 있음)",2023-03-15,2023-10-18,2023-03-15,2023-10-18
수영,,광주광역시,광주광역시 북구,(기금) 2023 광주광역시 장애인 생활체 성인 아쿠아조깅 교실(박푸름),뇌병변장애,매주 수 10:00~11:00,,2023-01-02,2023-04-04,2023-04-05,2023-11-29
수영,,광주광역시,광주광역시 북구,(기금)2023년 광주 장애인 생활체육 수중체력증진교실(정지현),발달(지적/자폐)장애,매주 토 09:00~10:00,,2023-03-02,2023-03-31,2023-04-01,2023-09-23
수영,,광주광역시,광주광역시 북구,(기금)2023년 광주 장애인 생활체육 청소년 수영교실(정지현),발달(지적/자폐)장애,"매주 화,목 17:00~18:00",,2023-03-02,2023-03-31,2023-04-04,2023-11-30
수영,,광주광역시,광주광역시 동구,(기금)2023년 광주 장애인생활체육 수중운동교실(김경자),시각장애,매주 목 9:00~10:00,,2023-01-01,2023-04-05,2023-04-06,2023-10-26
수영,,서울특별시,서울특별시 중랑구,2023 중랑구 장애학생 생존수영 교실,발달(지적/자폐)장애,일 9:00~12:00,중랑구 장애학생 생존수영 프로그램 교실 운영,2023-06-01,2023-06-16,2023-07-02,2023-07-02
수영,,서울특별시,서울특별시 은평구,서부  청소년 수영교실,발달(지적/자폐)장애,매주 화목 16시 -17시,서울시 거주하고 있는 지적장애 청소년 대상 수영교실 초급반 프로그램입니다.,2023-04-01,2023-10-31,2023-04-03,2023-10-31
수영,,서울특별시,서울특별시 은평구,서부  혼합다유형 수영교실,기타장애,매주 화목 15시 -16시,서울시 거주하고 있는  혼합다유형 여성 대상 수영교실 초급반 프로그램입니다.,2023-04-01,2023-10-31,2023-04-03,2023-10-31
수영,,충청남도,충청남도 공주시,(시비) 생활체육프로그램 수영 교실,발달(지적/자폐)장애,매주 금요일 10:20,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
수영,,경기도,경기도 용인시,용인시 이성진 지도자 하늘의별 수영교실 (5명),발달(지적/자폐)장애,매주 화요일 14:30~16:30,,2022-12-01,2022-01-31,2023-02-21,2023-12-26
수영,,전라북도,전라북도 군산시,2023 전북장애인생활체육 아이드림수영교실(군산),발달(지적/자폐)장애,매주 토요일 13:00~14:00,,2023-01-01,2023-12-31,2023-05-01,2023-11-30
수영,,경기도,경기도 양주시,양주시 조영운 지도자 수영 교실 5명,지체(척수 및 절단 및 기타)장애,매주 월 14:00~15:00,성인 수영 선수반 교실,2023-02-13,2023-02-20,2023-03-02,2023-12-15
수영,,전라북도,전라북도 고창군,2023 전북장애인생활체육 아름다운 수영교실(고창군),발달(지적/자폐)장애,매주 금 10:00~11:00,,2023-05-01,2023-11-30,2023-05-01,2023-11-30
수영,,충청남도,충청남도 당진시,2023년 당진 장애인 생존수영교실,발달(지적/자폐)장애,금 16:00-18:00,,2023-01-01,2023-12-31,2023-03-10,2023-10-27
수영,,충청남도,충청남도 금산군,(군비)금산군 생활체육 수영교실,지체(척수 및 절단 및 기타)장애,금 13:00 ~ 14:00,2023년 금산군 장애인 생활체육 수영교실,2023-05-01,2023-09-30,2023-05-01,2023-09-30
수영,,충청북도,충청북도 음성군,(기금) 2023 음장체 수영교실,발달(지적/자폐)장애,매주 목 14:30~16:30,,2023-03-01,2023-09-01,2023-03-01,2023-10-31
수영,,전라북도,전라북도 부안군,2023 전북장애인생활체육 수중운동교실(부안군),기타장애,목 10시 ~ 11시 30분,,2023-06-01,2023-12-31,2023-06-01,2023-12-31
수영,,서울특별시,서울특별시 강남구,2023 장애학생 생존수영 프로그램(강남구),발달(지적/자폐)장애,화요일 12:00~15:00,,2023-08-01,2023-08-11,2023-08-22,2023-08-22
수영,,대구광역시,대구광역시 달서구,2023년 대구여성장애인수영교실(여성연대),지체(척수 및 절단 및 기타)장애,"매주 화,목 14:00~15:00",,2023-02-01,2023-03-31,2023-04-01,2023-10-24
슐런,,경기도,경기도 광주시,광주시 장애인 슐런 교실,지체(척수 및 절단 및 기타)장애,월요일 14:00~16:00,,2023-02-01,2023-02-10,2023-03-06,2023-09-25
슐런,,부산광역시,부산광역시 기장군,어르신 슐런교실,기타장애,일 16:00-18:00,,2023-02-01,2023-04-08,2023-04-09,2023-10-15
슐런,,부산광역시,부산광역시 기장군,여성 슐런교실,기타장애,토 16:00-18:00,,2023-02-01,2023-04-07,2023-04-08,2023-10-14
슐런,,경상남도,경상남도 김해시,2023년 생활체육교실 슐런지기교실,기타장애,화 14:00~15:00,,2023-01-27,2023-09-30,2023-04-18,2023-09-19
슐런,,충청북도,충청북도 보은군,(도비)2023 보은군 장애인생활체육 슐런교실,발달(지적/자폐)장애,매주 화요일 10:00~11:30,"슐런교실을 통해 장애인들의 생활체육 참여를 유도하고, 자신감을 회복시키며 자아존중감을 증진.  슐런활동을 통해 심신을 발달시키고 재활의지와 집중력 향상 기대.",2023-03-06,2023-05-31,2023-03-06,2023-09-12
슐런,,경상남도,경상남도 거제시,(기금)2023년 거제시척수장애인슐런교실,지체(척수 및 절단 및 기타)장애,금 14:00~16:00,,2023-01-27,2023-09-30,2023-04-07,2023-09-22
슐런,,충청남도,충청남도 논산시,(기금)논산시장애인생활스포츠교실,뇌병변장애,매주목 오후2시~3시,,2023-01-02,2023-03-15,2023-03-16,2023-10-16
슐런,,경기도,경기도 광주시,광주시정영화지도자 경기도주간보호시설남부 슐런교실A반 10명,발달(지적/자폐)장애,금 9:30~10:15,,2023-02-15,2023-02-28,2023-03-01,2023-12-31
슐런,,경기도,경기도 부천시,슐런생활체육교실,지체(척수 및 절단 및 기타)장애,매주 목요일 11:00~12:00,,2023-02-23,2023-03-05,2023-04-06,2023-10-31
슐런,,강원도,강원도 동해시,(지방비)동해시체육회 장애인슐런교실,청각장애,월 15:00~17:00,,2023-03-01,2023-03-31,2023-04-03,2023-11-30
슐런,,대구광역시,대구광역시 수성구,2023년 대구지체장애슐런체육교실(황금복지관),지체(척수 및 절단 및 기타)장애,매주 수 15:00~16:00,황금복지관에서 운영하는 장애인 생활체육 슐런 교실입니다. 슐런 프로그램에 관심있는 장애인이면 누구나 신청 가능하오니   주민들의 많은 참가 바랍니다.,2023-02-01,2023-03-31,2023-04-01,2023-10-30
슐런,,강원도,강원도 동해시,(지방비)동해시보호작업장 슐런교실,발달(지적/자폐)장애,화/목 13:00~14:30,,2023-03-01,2023-03-31,2023-04-04,2023-10-31
슐런,,서울특별시,서울특별시 노원구,"노원구장애인체육회 지체,뇌병변 중증장애인 슐런교실",지체(척수 및 절단 및 기타)장애,화 10:30-11:30,,2023-04-01,2023-07-01,2023-04-01,2023-07-01
슐런,,전라남도,전라남도 강진군,2023 전남 강진군 시각장애인 슐런교실,시각장애,10:30~11:30,,2023-03-01,2023-03-31,2023-04-01,2023-12-31
슐런,,경기도,경기도 광주시,광주시정영화지도자 경기도주간보호시설남부 슐런교실B반 9명,발달(지적/자폐)장애,목 10:15~11:00,,2023-02-15,2023-02-28,2023-03-01,2023-12-31
슐런,,경기도,경기도 광주시,광주시정영화지도자 할렐루야광주 주간보호센타 슐런교실 17명,뇌병변장애,금 11:10~ 12:00,,2023-02-15,2023-02-28,2023-03-01,2023-12-31
슐런,,충청북도,충청북도 충주시,(기금)2023 장애인생활체육 슐런교실,발달(지적/자폐)장애,매주 수 오후 13:00~14:30,,2023-02-20,2023-02-28,2023-03-08,2023-10-25
슐런,,전라남도,전라남도 보성군,2023 전남 보성군 장애인생활체육 슐런교실,청각장애,13:30~14:30,,2023-03-01,2023-03-31,2023-04-01,2023-12-31
슐런,,충청남도,충청남도 태안군,(기금) 태안군 어르신 시각장애인 볼링골프교실,시각장애,매주 수요일 11:00,- 시각장애인 1인 1종목 갖기 운동 전개로 생활체육기반 조성,2023-03-01,2023-10-31,2023-03-01,2023-10-31
슐런,,경기도,경기도 광주시,광주시 최경민지도자 슐런교실(신장장애인협회 9명),기타장애,매주 목요일 10:00 ~ 11:00,,2022-12-01,2023-01-31,2023-02-01,2023-12-31
슐런,,경기도,경기도 오산시,슐런교실,청각장애,수 14시,,2023-03-01,2023-10-31,2023-04-01,2023-10-31
슐런,,경기도,경기도 평택시,평택시 장애인 슐런생활체육교실,지체(척수 및 절단 및 기타)장애,화 13시~15시,,2023-01-31,2023-02-27,2023-04-04,2023-08-22
슐런,,경기도,경기도 부천시,부천시 슐런생활체육교실,지체(척수 및 절단 및 기타)장애,매주 월요일 13:30~15:30,,2023-02-23,2023-03-05,2023-03-01,2023-10-31
슐런,,전라남도,전라남도 순천시,2023 전남 순천시 여성장애인생활체육 슐런교실,지체(척수 및 절단 및 기타)장애,13:00~14:00,,2023-03-01,2023-03-31,2023-04-01,2023-12-31
슐런,,서울특별시,서울특별시 성동구,(기금) 2023 성동구 농아인(청각언어장애인) 생활체육 슐런교실,청각장애,목 10:00~11:00,성동구 농아인(청각장애인) 슐런 교실,2023-04-01,2023-10-31,2022-04-01,2023-10-31
슐런,,경기도,경기도 의왕시,희망나래장애인복지관(슐런 교실),뇌병변장애,매주 월 10:00 ~ 11:30,희망나래장애인복지관(슐런 교실),2023-01-01,2023-12-30,2023-03-01,2023-12-30
슐런,,경기도,경기도 시흥시,시흥시 슐런 생활체육교실,지체(척수 및 절단 및 기타)장애,월요일 13:00~15:00,시흥시 슐런 생활체육교실,2023-03-01,2023-03-31,2023-04-01,2023-10-31
슐런,,강원도,강원도 홍천군,(기금) 2023 홍천군장애인체육회 여성 슐런교실,청각장애,12:00~16:00,,2023-01-01,2023-12-31,2023-03-01,2023-12-31
슐런,,경기도,경기도 광주시,광주시 전지현 지도자 품안의집 슐런교실(6명),기타장애,매주 화 14:45-15:30,,2022-12-01,2023-12-30,2023-03-01,2023-12-30
슐런,,제주특별자치도,제주특별자치도 제주시,2023년 생활체육 청각장애인 어울림 슐런교실,청각장애,매주 월요일 19:00~21:00,,2023-03-01,2023-11-30,2023-04-01,2023-11-30
슐런,,경기도,경기도 성남시,성남시농아인슐런교실,청각장애,월요일 14:00~15:00,,2023-03-01,2023-03-31,2023-04-03,2023-10-30
슐런,,전라북도,전라북도 군산시,2023 전북장애인생활체육 군산어울림슐런교실(군산),발달(지적/자폐)장애,매주 월요일 17:00~18:00,,2023-01-01,2023-12-31,2023-05-01,2023-10-31
슐런,,경상남도,경상남도 진주시,2023년 진주장애인슐런생활체육교실,청각장애,수 14:00~15:30,,2023-01-27,2023-09-30,2023-04-05,2023-08-16
슐런,,충청북도,충청북도 청주시,(도비)2023장애인생활체육장터슐런교실,지체(척수 및 절단 및 기타)장애,매주 화 13:30~14:30,"2023장터슐런교실은 충북장애인자립생활센터 장터문화관(다용도실)에서 개인별연습, 조별연습, 토너먼트교류전 등 활동을 하고 있으며 매주 화요일 오후 1시 30분부터 오후 2시 30분까지 진행합니다.",2023-03-01,2023-03-31,2023-04-04,2023-10-17
슐런,,경기도,경기도 양주시,양주시 장대근지도자 슐런교실 11명,기타장애,매주 수 11:00~12:00,양주시정신건강복지센터(기관) 슐런·보치아 교실,2023-01-01,2023-01-27,2023-03-22,2023-12-13
슐런,,경기도,경기도 의왕시,희망나래 슐런교실 (지체장애인 슐런 교실),지체(척수 및 절단 및 기타)장애,매주 월 10:00-11:30,,2022-01-01,2022-12-31,2023-03-01,2023-10-31
슐런,,대구광역시,대구광역시 수성구,2023년 대구지체장애슐런체육교실(청곡복지관),지체(척수 및 절단 및 기타)장애,매주 화요일 10:30~11:30,청곡종합사회복지관에서 운영하는 지체 장애인 자조 모임 한마음회의 초보자 슐런 체육교실입니다.   슐런 체육교실 참여를 통해 지체 장애인분들의 건강 증진과 더불어 건전한 여가 생활 증진을 도모하고자 합니다.,2023-02-13,2023-03-31,2023-04-01,2023-10-30
슐런,,전라남도,전라남도 구례군,2023 전남 구례군 장애인생활체육 슐런교실,지체(척수 및 절단 및 기타)장애,14:00~15:00,,2023-03-01,2023-03-31,2023-04-01,2023-12-31
슐런,,경상남도,경상남도 함안군,2023년 경남장애인슐런초보자교실,발달(지적/자폐)장애,목 10:00~12:00,,2023-01-27,2023-09-30,2023-04-27,2023-07-13
슐런,,서울특별시,서울특별시 노원구,(기금) 노원구 어르신 슐런교실,지체(척수 및 절단 및 기타)장애,토 10:00~11:00,,2023-05-06,2023-10-28,2023-05-06,2023-10-28
슐런,,대구광역시,대구광역시 달성군,2023년 대구지체장애슐런체육교실(다사센터),지체(척수 및 절단 및 기타)장애,매주 화 14:00~16:00,"장애 유형에 차별없이 누구나 참여가능한 운동으로 장애인의 건강과 동료간의 관계형성을 통해 스트레스 해  소와 자기 관리 능력을 양성함으로 참가자들의자신감을 높이고, 생활체육활동을 통해 규칙적인  운동습관과 삶의 질 향상을 기여하고자 함",2023-03-01,2023-03-31,2023-04-04,2023-10-31
슐런,,경상남도,경상남도 창원시,2023년 경남아자장애인자립생활센터 슐런자조모임,기타장애,토 10:00~11:00,,2023-01-27,2023-09-30,2023-04-01,2023-09-16
슐런,,충청북도,충청북도 영동군,(도비)2023 장애인체육 청각슐런교실,청각장애,매주 화 오후13:00~14:00,,2023-02-01,2023-02-28,2023-02-28,2023-10-31
승마,,대구광역시,대구광역시 수성구,2023년 대구지체장애승마체육교실(승마교실),지체(척수 및 절단 및 기타)장애,매주 월요일 14:00~17:00,"생활체육 초급, 중급 과정을 거친 고급반을 실시하는 과정입니다.",2023-02-01,2023-03-31,2023-04-01,2023-10-30
승마,,전라남도,전라남도 광양시,2023 전남 광양시 장애인생활체육 승마교실,지체(척수 및 절단 및 기타)장애,10:00~12:00,,2023-03-01,2023-03-31,2023-04-01,2023-12-31
승마,,전라남도,전라남도 장성군,2023 전남 장성군 시각장애인승마교실,시각장애,11:00~12:00,,2023-03-01,2023-03-31,2023-04-01,2023-12-31
승마,,충청남도,충청남도 계룡시,계룡시 장애인 아토 승마교실,발달(지적/자폐)장애,매주금 13:30~15:00,,2023-04-07,2023-10-27,2023-04-07,2023-10-27
승마,,충청남도,충청남도 천안시,(시비)재활승마체험교실,지체(척수 및 절단 및 기타)장애,미정,,2023-03-01,2023-12-30,2023-03-01,2023-12-30
승마,,전라남도,전라남도 진도군,2023 전남 진도군 장애인생활체육 승마교실,발달(지적/자폐)장애,14:00~15:00,,2023-03-01,2023-03-31,2023-04-01,2023-12-31
승마,,대구광역시,대구광역시 달서구,2023년 대구지체장애승마체육교실(중급승마협회),지체(척수 및 절단 및 기타)장애,매주 수요일 14:00~16:00,생활체육 장애인승마 중급교실입니다.   기승경험이 있으신 분들을 대상으로 위한 과정입니다.,2023-02-01,2023-03-31,2023-04-01,2023-10-30
승마,,대구광역시,대구광역시 수성구,2023년 대구발달장애초보자승마교실(승마협회),발달(지적/자폐)장애,매주 수요일 16:00~18:00,생활체육 장애인승마 초보교실입니다. 승마경험이 없는 분들을 대상으로 승마체험 및   교육을 통한 장애인승마의 보급 및 확대를 위하여 개설한 교실입니다.,2023-02-01,2023-03-31,2023-04-10,2023-10-30
야구소프트볼,,전라북도,전라북도 전주시,2023 전북장애인생활체육 야구,청각장애,매주 토 오후 7시,,2023-01-01,2023-04-30,2023-05-01,2023-11-30
양궁,,제주특별자치도,제주특별자치도 제주시,2023년 시각장애인 한궁교실,시각장애,매주 화요일 10:00~12:00,,2023-03-01,2023-11-30,2023-03-01,2023-11-30
양궁,,전라남도,전라남도 강진군,2023 전남 강진군 장애인생활체육 양궁교실,지체(척수 및 절단 및 기타)장애,4.20~11.30.,,2023-03-01,2023-03-31,2023-04-01,2023-12-31
양궁,,전라남도,전라남도 담양군,2023 전남 담양군 장애인생활체육 양궁교실,발달(지적/자폐)장애,14:00~16:00,,2023-03-01,2023-03-31,2023-04-01,2023-12-31
역도,,전라남도,전라남도 순천시,2023 전남 순천시 장애인생활체육 역도교실,발달(지적/자폐)장애,16:00~17:00,,2023-03-01,2023-03-31,2023-04-01,2023-12-31
역도,,경기도,경기도 포천시,포천시 임상엽 지도자 역도 교실(2명),발달(지적/자폐)장애,매주 수 15:10~16:00,,2023-01-01,2023-12-31,2023-01-01,2023-12-31
역도,,광주광역시,광주광역시 북구,(기금) 2023년 광주 지체장애인 역도교실(이경탁),지체(척수 및 절단 및 기타)장애,매 주 수 10:00~12:00,,2023-03-20,2023-03-29,2023-04-05,2023-10-25
역도,,충청남도,충청남도 홍성군,(기금) 2023년 홍성군 장애인 역도교실,발달(지적/자폐)장애,"매주 화,목 17:30~18:30",홍성군 역도선수들의 기량 확대를 및 장애인역도 활성화를 위한 교실 운영,2023-01-01,2023-12-31,2023-03-02,2023-10-31
역도,,광주광역시,광주광역시 광산구,(기금) 2023 광산구 장애인생활체육 청소년역도교실(최정균),발달(지적/자폐)장애,"매주 (수), (금) 12:20~14",,2023-03-03,2023-04-04,2023-04-05,2023-10-27
역도,,제주특별자치도,제주특별자치도 제주시,2023년 여성장애인역도교실,기타장애,매주 화요일 14:00~16:00,,2022-03-01,2023-11-30,2023-04-01,2023-11-30
역도,,강원도,강원도 영월군,(기금)2023 영월군장애인체육회 지적발달장애인역도교실,발달(지적/자폐)장애,"매주 수, 11:00~12:00",2023년 영월군장애인체육회 지적발달장애인역도교실,2023-03-16,2023-04-04,2023-04-05,2023-10-25
역도,,충청남도,충청남도 홍성군,(군비) 홍성군 장애인 역도교실,기타장애,매주 월~금 1시간 이상,"2023년 홍성군 생활체육교실 운영(역도교실)  - 월 16:30~17:30  - 화 14:00~15:00, 화,금 10:00~11:30  - 수,금 13:30~14:30  - 목 19:00~20:00, 목,금 14:30~16:00",2023-01-01,2023-12-31,2023-01-03,2023-12-29
역도,,충청남도,충청남도 계룡시,계룡시장애청소년역도교실,발달(지적/자폐)장애,매주 수 9:40~10:40,,2023-03-15,2023-09-22,2023-03-15,2023-09-22
역도,,충청남도,충청남도 예산군,2023년 장애청소년 기분업특수체육교실,발달(지적/자폐)장애,매주 월요일 14시~15시,매주 월요일 예산꿈빛학교 체력단련실에서 장애청소년을 대상으로  특수체육 및 역도수업을 진행합니다,2023-03-01,2023-10-19,2023-03-20,2023-10-30
역도,,충청북도,충청북도 청주시,(도비) 2023 장애인생활체육 건강체력역도교실,발달(지적/자폐)장애,매주 토10:00~11:00,,2023-03-01,2023-03-30,2023-04-08,2023-09-23
요트,,제주특별자치도,제주특별자치도 제주시,2023 장애인생활체육요트교실,지체(척수 및 절단 및 기타)장애,"매주 토,일요일 13:00~15:00",,2023-03-01,2023-11-30,2023-04-01,2023-11-30
요트,,제주특별자치도,제주특별자치도 제주시,2023년 여성장애인요트교실,지체(척수 및 절단 및 기타)장애,"매주 토,일요일 09:00~11:00",,2023-03-01,2023-11-30,2023-04-01,2023-11-30
유도,,대구광역시,대구광역시 수성구,2023년 대구발달장애유도체육교실(발달협회),발달(지적/자폐)장애,매주 목요일 10:00~12:00,생활체육 참여기회가 적은 발달장애인에게 유도 활동을 통해 흥미유발 및 생활체육 참여기회를 제공함으로써 사회성 향상 및 사회통합,2023-03-01,2023-03-31,2023-04-06,2023-09-18
유도,,인천광역시,인천광역시 서구,행복폭격유도탄,발달(지적/자폐)장애,수 13:30~15:30,주관처: 사랑터장애인주간보호센터,2023-03-01,2023-04-30,2023-06-01,2023-11-30
유도,,서울특별시,서울특별시 송파구,(취약계층)서울특별시장애인유도협회 희망튼튼 유도(2023 체육취약계층 재능나눔사업),청각장애,토 10:00~12:00,,2023-03-22,2023-04-20,2023-04-22,2023-09-16
유도,,경상북도,경상북도 포항시,새빛유도교실,시각장애,월 14:00 ~ 16:00,,2023-03-01,2023-03-31,2023-03-01,2023-10-31
육상,,충청남도,충청남도 태안군,(기금) 태안군 어울림 육상교실,기타장애,매주 수요일 18:00,#NAME?,2023-03-01,2023-10-31,2023-03-01,2023-10-31
육상,,전라북도,전라북도 군산시,2023 전북장애인생활체육 군산장애인육상교실(군산),발달(지적/자폐)장애,매주 월요일 17:00~18:00,,2023-01-01,2023-12-31,2023-05-01,2023-11-30
육상,,충청북도,충청북도 청주시,(도비) 2023 장애인생활체육 신나는육상교실,발달(지적/자폐)장애,매주 토 10:00~12:00,,2023-03-01,2023-03-31,2020-04-08,2023-09-23
육상,,경상남도,경상남도 김해시,2023년 김해시장애인청소년체력증진교실,발달(지적/자폐)장애,목 16:00~18:00,,2023-01-27,2023-09-30,2023-04-06,2023-09-21
육상,,경기도,경기도 고양시일산서구,고양시재활스포츠센터(육상교실),지체(척수 및 절단 및 기타)장애,매주 화 11:00~11:50,고양시재활스포츠센터(육상교실),2023-03-01,2023-12-30,2023-03-01,2023-12-30
육상,,충청남도,충청남도 홍성군,(군비) 홍성군 장애학생 육상교실,기타장애,매주 수 15:30~17:00,2023년 홍성군 생활체육교실 운영(육상교실),2023-01-01,2023-12-31,2023-05-03,2023-12-27
육상,,충청남도,충청남도 홍성군,(군비) 홍성군 육상교실,기타장애,매주 금 13시,2023년 홍성군 생활체육교실 운영(육상교실),2023-01-01,2023-12-31,2023-05-12,2023-12-29
육상,,충청남도,충청남도 보령시,(시비)2023 보령시 육상성인교실,시각장애,화10:40~11:20,,2023-04-03,2023-09-12,2023-04-03,2023-09-12
육상,,전라남도,전라남도 순천시,2023 전남 순천시 장애인생활체육 육상교실,발달(지적/자폐)장애,16:15~17:15,,2023-03-01,2023-03-31,2023-04-01,2023-12-31
육상,,충청남도,충청남도 홍성군,(군비) 홍성군 육상교실,기타장애,매주 목 18시,2023년 홍성군 생활체육교실 운영(육상교실),2023-01-01,2023-12-31,2023-05-04,2023-12-28
육상,,경기도,경기도 광주시,광주시 김윤화지도자 인덕학교 육상교실(5명),발달(지적/자폐)장애,매주 수 9:30~11:00,,2022-12-01,2023-12-30,2023-03-01,2023-12-30
육상,,충청남도,충청남도 금산군,(기금)금산군 장애인 육상 교실,발달(지적/자폐)장애,월 14:30 ~ 15:30,2023 금산군 장애인 육상교실,2023-04-03,2023-10-16,2023-04-03,2023-10-16
조정,,경기도,경기도 용인시,용인시 박공주지도자 실내조정 2명,발달(지적/자폐)장애,수요일 15:00~16:00,,2023-10-31,2023-12-30,2023-03-30,2023-12-30
조정,,경기도,경기도 용인시,용인시 박공주지도자 실내조정   3명,발달(지적/자폐)장애,월요일 15:00~16:00,,2023-03-01,2023-12-30,2023-03-01,2023-12-30
조정,,경기도,경기도 용인시,용인시 박공주지도자 실내조정 3명,발달(지적/자폐)장애,월요일 14:00~15:00,,2023-03-01,2023-12-30,2023-03-01,2023-12-30
조정,,경상남도,경상남도 김해시,2023년 김해시장애인조정초보자교실,발달(지적/자폐)장애,수 10:00~11:00,,2023-01-27,2023-09-30,2023-04-05,2023-09-20
조정,,경기도,경기도 의정부시,의정부시 신명국 지도자 실내조정교실 6명,발달(지적/자폐)장애,매주 화 10:30~11:30,하울림 조정,2023-01-02,2023-04-01,2023-04-03,2023-12-26
조정,,경기도,경기도 양주시,양주시 전희영지도자 실내조정교실 7명,발달(지적/자폐)장애,매주 화 10:00~12:00,성인실내조정교실,2023-02-13,2023-03-27,2023-03-07,2023-12-12
조정,,경기도,경기도 양주시,양주시 장대근 지도자 조정 교실 5명,시각장애,매주 화 13:00~14:00,시각협회 조정슐런교실,2023-01-01,2023-01-27,2023-04-25,2023-12-13
조정,,전라남도,전라남도 순천시,2023 전남 순천시 장애인생활체육 실내조정교실,지체(척수 및 절단 및 기타)장애,13:30~14:30,,2023-03-01,2023-03-31,2023-04-01,2023-12-31
조정,,제주특별자치도,제주특별자치도 제주시,2023년 장애청소년 실내조정 교실,발달(지적/자폐)장애,매주 금요일 16:30~18:00,,2023-03-01,2023-11-30,2023-04-01,2023-11-30
조정,,경기도,경기도 성남시,성남시장애인조정교실,시각장애,"화 15시~17시, 토 10시~12시",,2023-03-01,2023-03-31,2023-05-04,2023-10-31
조정,,경기도,경기도 고양시,실내조정교실,발달(지적/자폐)장애,09:30~11:30,,2023-01-01,2023-02-28,2023-03-01,2023-12-31
조정,,서울특별시,서울특별시 노원구,(지방비) 2023 발달장애 생활체육 조정 초보자교실,발달(지적/자폐)장애,화 16:00~18:00,2023 발달장애 생활체육 조정 초보자교실,2023-02-02,2023-03-31,2023-04-04,2023-07-25
조정,,경기도,경기도 고양시,우리함께조정교실,발달(지적/자폐)장애,10:00~12:00,,2023-01-01,2023-02-28,2023-03-01,2023-12-31
조정,,경상남도,경상남도 진주시,2023년 진주시장애청소년조정어울림체육교실,발달(지적/자폐)장애,"화,목 14:00~16:00",,2023-01-27,2023-09-30,2023-04-04,2023-07-06
조정,,전라북도,전라북도 전주시,2023 전북장애인생활체육 조정,발달(지적/자폐)장애,매주 금 오전 11시 10분,,2023-01-01,2023-04-30,2023-05-01,2023-11-30
조정,,충청남도,충청남도 보령시,(시비)2023 보령시 조정 성인교실,시각장애,수15:30~16:30,조정교실을 운영하고 있습니다.,2023-03-07,2023-09-05,2023-03-07,2023-09-05
조정,,전라남도,전라남도 목포시,2023 전남 목포시 장애인생활체육 조정교실,발달(지적/자폐)장애,14:00~16:00,,2023-03-01,2023-03-31,2023-04-01,2023-12-31
